,STOP_ID,ROUTE_SHORT_NAME,DIR,STOP NAME,SEQ,Stop Latitude, Total Alightings ,Stop Longitude, Total Boardings ,HEADWAY_S,EOL,SOL,STOP_LAT,STOP_LON,DWELL_S,RUNTIME_S,TOTTIME_S,SERVMILES_S,RUNSPEED_S,TOTSPEED_S,geometry
411,7058,M,1,,19,,,,,11.44811321,1,0,37.740893,-122.465846,0,9.25,9.25,28.938,187.71,187.71,POINT (-122.465846 37.740893)
210,6740,M,1,West Portal Station,20,37.740948,489.8,-122.46575,1239.4,11.3952381,0,0,37.740947,-122.465754,0,193,193,0.63,0.2,0.2,POINT (-122.465754 37.740947)
120,5730,M,1,Metro Forest Hill Station/Downtown,21,37.748352,392.3,-122.458626,852.8,11.3952381,0,0,37.748351,-122.458623,0,176.4,176.4,67.515,22.96,22.96,POINT (-122.458623 37.748351)
117,5728,M,1,Metro Castro Station/Downtown,22,37.76262,706.8,-122.435234,1479.4,11.3952381,0,0,37.76262,-122.435231,0,453.6,453.6,169.575,22.43,22.43,POINT (-122.435231 37.76262)
109,5726,M,1,Metro Church Station/Downtown,23,37.767193,680.3,-122.42917,751.7,11.3952381,0,0,37.767194,-122.429168,0,117.6,117.6,48.09,24.54,24.54,POINT (-122.429168 37.767194)
105,5419,M,1,Metro Van Ness Station,24,37.775127,1197.5,-122.41925,1070.5,11.3952381,0,0,37.775127,-122.419252,0,197.4,197.4,80.955,24.61,24.61,POINT (-122.419252 37.775127)
113,5727,M,1,Metro Civic Center Station/Downtn,25,37.778545,1496.5,-122.41482,529.4,11.3952381,0,0,37.778542,-122.414813,0,101.15,101.15,35.49,21.05,21.05,POINT (-122.414813 37.778542)
99,5417,M,1,Metro Powell Station/Downtown,26,37.7842,2360.8,-122.4077,498.5,11.3952381,0,0,37.784199,-122.407695,0,166.95,166.95,57.855,20.79,20.79,POINT (-122.407695 37.784199)
124,5731,M,1,Metro Montgomery Station/Downtown,27,37.788704,1727.6,-122.40193,146.8,11.3952381,0,0,37.788702,-122.401925,0,133,133,46.515,20.98,20.98,POINT (-122.401925 37.788702)
221,6992,M,1,Metro Embarcadero Station,28,37.793137,2226.6,-122.39643,,11.3952381,1,0,37.793134,-122.396431,0,130.9,130.9,45.045,20.65,20.65,POINT (-122.396431 37.793134)
95,5240,N,0,King St & 4th St,2,37.776268,5.7,-122.39408,2736.8,9.184680451,0,1,37.776269,-122.394082,0,0,0,0,0,0,POINT (-122.394082 37.776269)
93,5237,N,0,King St & 2nd St,3,37.77962,38.4,-122.389824,1325.9,9.185021147,0,0,37.779621,-122.389824,0,258.44,258.44,43.624,10.13,10.13,POINT (-122.389824 37.779621)
259,7145,N,0,The Embarcadero & Brannan St,4,37.78463,109.4,-122.38798,488.4,9.185253759,0,0,37.784627,-122.387977,0,297.14,297.14,47.88,9.67,9.67,POINT (-122.387977 37.784627)
50,4510,N,0,The Embarcadero & Folsom St,5,37.79075,620.2,-122.38984,903.6,9.185385338,0,0,37.790749,-122.389841,0,366.88,366.88,57.722,9.44,9.44,POINT (-122.389841 37.790749)
266,7217,N,0,Metro Embarcadero Station,8,37.79315,1840.7,-122.39643,2296.8,9.125233209,0,0,37.793152,-122.396431,0,636,636,52.801,4.98,4.98,POINT (-122.396431 37.793152)
230,6994,N,0,Metro Montgomery Station/Outbound,9,37.78879,646.2,-122.40213,1591.8,9.123120301,0,0,37.788791,-122.402127,0,176.79,176.79,57.589,19.54,19.54,POINT (-122.402127 37.788791)
235,6995,N,0,Metro Powell Station/Outbound,10,37.7843,680.7,-122.40782,3168.1,9.123120301,0,0,37.7843,-122.407822,0,178.09,178.09,58.387,19.67,19.67,POINT (-122.407822 37.7843)
245,6997,N,0,Metro Civic Center Station/Outbd,11,37.778675,732.2,-122.41499,1831.6,9.123120301,0,0,37.778675,-122.414995,0,226.21,226.21,73.416,19.47,19.47,POINT (-122.414995 37.778675)
240,6996,N,0,Van Ness Station Outbound,12,37.77523,1336.6,-122.41934,1367.6,9.123120301,0,0,37.775234,-122.41934,0,141.91,141.91,44.688,18.89,18.89,POINT (-122.41934 37.775234)
43,4447,N,0,Duboce Ave & Church St,14,37.76947,1380,-122.429405,1292.3,8.955862978,0,1,37.769472,-122.429408,0,408.31,408.31,90.307,13.27,13.27,POINT (-122.429408 37.769472)
267,7252,N,0,Duboce St/Noe St/Duboce Park,15,37.76939,1068.8,-122.43369,391,8.956225296,0,0,37.769392,-122.433694,0,157.16,157.16,32.43,12.38,12.38,POINT (-122.433694 37.769392)
22,3909,N,0,Carl St & Cole St,16,37.765865,1857.8,-122.44981,306.5,8.955862978,0,0,37.765863,-122.449804,0,584.69,584.69,126.27,12.96,12.96,POINT (-122.449804 37.765863)
26,3914,N,0,Carl St & Stanyan St,17,37.765495,729.1,-122.45259,78.9,8.955862978,0,0,37.765495,-122.45259,0,96.34,96.34,21.39,13.32,13.32,POINT (-122.45259 37.765495)
24,3912,N,0,Carl St & Hillway Ave,18,37.765003,510.9,-122.45656,93.2,8.955862978,0,0,37.765003,-122.456561,0,144.52,144.52,30.36,12.6,12.6,POINT (-122.456561 37.765003)
53,5118,N,0,Irving St & 2nd Ave,19,37.76444,1325.6,-122.45864,358.3,8.955862978,0,0,37.764441,-122.458643,0,145.51,145.51,16.56,6.83,6.83,POINT (-122.458643 37.764441)
54,5119,N,0,Irving St & 4th Ave,20,37.7643,358.6,-122.46082,92.7,8.955862978,0,0,37.764299,-122.460824,0,124.9,124.9,16.56,7.96,7.96,POINT (-122.460824 37.764299)
56,5121,N,0,Irving St & 7th Ave,21,37.764156,688.2,-122.464035,105.1,8.955862978,0,0,37.764155,-122.464034,0,184.16,184.16,24.288,7.91,7.91,POINT (-122.464034 37.764155)
58,5123,N,0,Irving St & 9th Ave,22,37.764103,1204.8,-122.46617,375.3,8.955862978,0,0,37.764106,-122.466165,0,121.96,121.96,16.146,7.94,7.94,POINT (-122.466165 37.764106)
60,5193,N,0,Judah St & 9th Ave,23,37.762226,558,-122.46669,504.2,8.955862978,0,0,37.762227,-122.466688,0,175.15,175.15,18.354,6.29,6.29,POINT (-122.466688 37.762227)
62,5195,N,0,Judah St & 12th Ave,24,37.76207,277,-122.46933,162.7,8.955862978,0,0,37.762069,-122.469324,0,151.97,151.97,20.01,7.9,7.9,POINT (-122.469324 37.762069)
84,5219,N,0,Judah St & Funston Ave,25,37.762077,270.9,-122.47033,60.7,8.955862978,0,0,37.762075,-122.470329,0,56.84,56.84,7.59,8.01,8.01,POINT (-122.470329 37.762075)
65,5198,N,0,Judah St & 16th Ave,26,37.761913,597.8,-122.473785,69.6,8.955862978,0,0,37.761913,-122.473781,0,198.21,198.21,26.082,7.9,7.9,POINT (-122.473781 37.761913)
66,5199,N,0,Judah St & 19th Ave,27,37.761745,1315.1,-122.47692,344.1,8.955862978,0,0,37.761743,-122.476921,0,190.51,190.51,23.736,7.48,7.48,POINT (-122.476921 37.761743)
69,5202,N,0,Judah St & 23rd Ave,28,37.761547,639.6,-122.48117,160.5,8.955862978,0,0,37.761547,-122.481164,0,174.2,174.2,32.154,11.07,11.07,POINT (-122.481164 37.761547)
70,5203,N,0,Judah St & 25th Ave,29,37.76145,493.6,-122.4833,166.7,8.955862978,0,0,37.761452,-122.4833,0,86.96,86.96,16.146,11.14,11.14,POINT (-122.4833 37.761452)
72,5205,N,0,Judah St & 28th Ave,30,37.76131,439.7,-122.48651,57.3,8.955862978,0,0,37.76131,-122.48651,0,131.41,131.41,24.288,11.09,11.09,POINT (-122.48651 37.76131)
74,5207,N,0,Judah St & 31st Ave,31,37.761173,598.7,-122.48972,58.2,8.955862978,0,0,37.761172,-122.489719,0,131.41,131.41,24.288,11.09,11.09,POINT (-122.489719 37.761172)
76,5209,N,0,Judah St & 34th Ave,32,37.76103,372.5,-122.49293,61.9,8.955862978,0,0,37.761028,-122.49293,0,131.41,131.41,24.288,11.09,11.09,POINT (-122.49293 37.761028)
88,5224,N,0,Judah St & Sunset Blvd,33,37.760918,613.5,-122.49567,122.4,8.955862978,0,0,37.760917,-122.495668,0,118.44,118.44,20.7,10.49,10.49,POINT (-122.495668 37.760917)
78,5211,N,0,Judah St & 40th Ave,34,37.760742,545.9,-122.49936,21.4,8.953833992,0,0,37.760743,-122.499359,0,204.04,204.04,27.876,8.2,8.2,POINT (-122.499359 37.760743)
80,5213,N,0,Judah St & 43rd Ave,35,37.7606,526.8,-122.50258,24.3,8.952022398,0,0,37.760598,-122.502574,0,176.16,176.16,24.288,8.27,8.27,POINT (-122.502574 37.760598)
82,5215,N,0,Judah St & 46th Ave,36,37.76049,790.7,-122.50583,20.1,8.950210804,0,0,37.760493,-122.505832,0,179.23,179.23,24.702,8.27,8.27,POINT (-122.505832 37.760493)
412,7219,N,0,,37,,,,,8.948616601,1,0,37.760349,-122.508685,0,187.52,187.52,21.666,6.93,6.93,POINT (-122.508685 37.760349)
86,5221,N,0,Judah/La Playa/Ocean Beach,,37.760365,518.7,-122.50901,,,,,,,,,,,,,POINT (nan nan)
87,5223,N,1,Judah/La Playa/Ocean Beach,1,37.760303,,-122.50819,720.4,21.93873518,0,1,37.760304,-122.508181,0,0,0,0,0,0,POINT (-122.508181 37.760304)
83,5216,N,1,Judah St & 46th Ave,2,37.76039,47.7,-122.506065,758.6,21.93423364,0,0,37.760392,-122.506064,0,121.8,121.8,16.008,7.89,7.89,POINT (-122.506064 37.760392)
81,5214,N,1,Judah St & 43rd Ave,3,37.76052,31.8,-122.50284,575.2,21.92912824,0,0,37.760518,-122.502839,0,140.49,140.49,24.426,10.43,10.43,POINT (-122.502839 37.760518)
79,5212,N,1,Judah St & 40th Ave,4,37.76068,30.3,-122.49915,553.3,21.92341019,0,0,37.760679,-122.499154,0,160.45,160.45,27.876,10.42,10.42,POINT (-122.499154 37.760679)
89,5225,N,1,Judah St & Sunset Blvd,5,37.760845,99.1,-122.49581,501.8,21.91831357,0,0,37.760845,-122.495805,0,150.17,150.17,25.392,10.15,10.15,POINT (-122.495805 37.760845)
77,5210,N,1,Judah St & 34th Ave,6,37.760956,27.1,-122.4932,499.7,21.91348265,0,0,37.760955,-122.493199,0,123.25,123.25,19.734,9.61,9.61,POINT (-122.493199 37.760955)
75,5208,N,1,Judah St & 31st Ave,7,37.761105,62.7,-122.4895,654.2,21.90671937,0,0,37.761105,-122.4895,0,175.44,175.44,28.014,9.58,9.58,POINT (-122.4895 37.761105)
73,5206,N,1,Judah St & 28th Ave,8,37.76123,49.9,-122.48676,921.4,21.90200922,0,0,37.761232,-122.486763,0,129.62,129.62,20.7,9.58,9.58,POINT (-122.486763 37.761232)
71,5204,N,1,Judah St & 25th Ave,9,37.76137,158.7,-122.48356,874.3,21.89609135,0,0,37.761373,-122.48356,0,152.21,152.21,24.288,9.57,9.57,POINT (-122.48356 37.761373)
68,5201,N,1,Judah St & 22nd Ave,10,37.761536,195.5,-122.47986,908,21.88932806,0,0,37.761534,-122.479855,0,175.44,175.44,28.014,9.58,9.58,POINT (-122.479855 37.761534)
67,5200,N,1,Judah St & 19th Ave,11,37.761658,431.9,-122.477196,1275.1,21.88449715,0,0,37.761655,-122.477194,0,134.93,134.93,20.148,8.96,8.96,POINT (-122.477194 37.761655)
64,5197,N,1,Judah St & 15th Ave,12,37.76185,81,-122.47278,538.6,21.87442468,0,0,37.761848,-122.472777,0,244.34,244.34,33.396,8.2,8.2,POINT (-122.472777 37.761848)
85,5220,N,1,Judah St & Funston Ave,13,37.76195,446.8,-122.47057,278.2,21.86915898,0,0,37.76195,-122.470572,0,122.48,122.48,16.698,8.18,8.18,POINT (-122.470572 37.76195)
63,5196,N,1,Judah St & 12th Ave,14,37.76199,341.1,-122.46953,298.5,21.86659859,0,0,37.761988,-122.469526,0,56.66,56.66,7.866,8.33,8.33,POINT (-122.469526 37.761988)
61,5194,N,1,Judah St & 9th Ave,15,37.76214,601,-122.46631,546.5,21.85889328,0,0,37.762139,-122.466312,0,178.12,178.12,24.288,8.18,8.18,POINT (-122.466312 37.762139)
0,3212,N,1,9th Ave & Irving St,16,37.763912,292.4,-122.46624,1046.3,21.85333773,0,0,37.763913,-122.466241,0,132,132,16.836,7.65,7.65,POINT (-122.466241 37.763913)
57,5122,N,1,Irving St & 7th Ave,17,37.76409,138.3,-122.46428,744.1,21.84814449,0,0,37.764092,-122.464282,0,121.12,121.12,14.904,7.38,7.38,POINT (-122.464282 37.764092)
55,5120,N,1,Irving St & 4th Ave,18,37.764225,99.4,-122.46107,567.5,21.84070487,0,0,37.764226,-122.461061,0,178.34,178.34,24.426,8.22,8.22,POINT (-122.461061 37.764226)
59,5124,N,1,Irving St & Arguello Blvd,19,37.764366,612.3,-122.45802,1460,21.83360343,0,0,37.764366,-122.458024,0,167.76,167.76,23.046,8.24,8.24,POINT (-122.458024 37.764366)
25,3913,N,1,Carl St & Hillway Ave,20,37.76493,74.6,-122.45651,493,21.82894159,0,0,37.764932,-122.456512,0,119.19,119.19,12.696,6.39,6.39,POINT (-122.456512 37.764932)
27,3915,N,1,Carl St & Stanyan St,21,37.765373,116.2,-122.45293,896.3,21.82534256,0,0,37.765371,-122.452928,0,141.57,141.57,27.462,11.64,11.64,POINT (-122.452928 37.765371)
23,3911,N,1,Carl St & Cole St,22,37.765743,294.5,-122.45013,1875.7,21.82268555,0,0,37.765745,-122.450131,0,111.4,111.4,21.39,11.52,11.52,POINT (-122.450131 37.765745)
269,7318,N,1,Sunset Tunnel East Portal,23,37.769135,476,-122.433075,922.3,21.80597058,0,0,37.769134,-122.433076,0,703.2,703.2,132.756,11.33,11.33,POINT (-122.433076 37.769134)
44,4448,N,1,Duboce Ave & Church St,24,37.76941,1080.6,-122.4294,1135.1,21.80261309,0,0,37.769409,-122.4294,0,142.55,142.55,27.876,11.73,11.73,POINT (-122.4294 37.769409)
106,5419,N,1,Metro Van Ness Station,27,37.775127,1553.3,-122.41925,1520.7,15.49380324,0,0,37.775127,-122.419252,0,538.82,538.82,89.211,9.93,9.93,POINT (-122.419252 37.775127)
114,5727,N,1,Metro Civic Center Station/Downtn,28,37.778545,2760.6,-122.41482,916.7,15.4938961,0,0,37.778542,-122.414813,0,127.38,127.38,44.616,21.02,21.02,POINT (-122.414813 37.778542)
100,5417,N,1,Metro Powell Station/Downtown,29,37.7842,2975.5,-122.4077,829.6,15.49405251,0,0,37.784199,-122.407695,0,207.79,207.79,72.732,21,21,POINT (-122.407695 37.784199)
125,5731,N,1,Metro Montgomery Station/Downtown,30,37.788704,840.7,-122.40193,859.5,15.4941747,0,0,37.788702,-122.401925,0,167.5,167.5,58.476,20.95,20.95,POINT (-122.401925 37.788702)
222,6992,N,1,Metro Embarcadero Station,31,37.793137,1546.1,-122.39643,1603.9,15.494292,0,0,37.793134,-122.396431,0,167.32,167.32,56.628,20.31,20.31,POINT (-122.396431 37.793134)
48,4509,N,1,The Embarcadero & Folsom St,32.5,37.79048,955.9,-122.389694,570.7,15.49478076,0,0.5,37.790481,-122.389692,0,238.5,238.5,27.192,3.42,3.42,POINT (-122.389692 37.790481)
46,4506,N,1,The Embarcadero & Brannan St,34,37.78436,502,-122.38814,59.4,15.55411434,0,0,37.784359,-122.388138,0,384.72,384.72,57.323,8.94,8.94,POINT (-122.388138 37.784359)
91,5234,N,1,King St & 2nd St,35,37.77972,1489.3,-122.38987,32.1,15.54844888,0,0,37.77972,-122.389872,0,295.81,295.81,44.422,9.01,9.01,POINT (-122.389872 37.77972)
94,5239,N,1,King St & 4th St,36,37.776268,2227.3,-122.39417,22.1,15.54309003,1,0,37.776269,-122.394173,0,280.55,280.55,44.555,9.53,9.53,POINT (-122.394173 37.776269)
413,7440,N,1,,38,,,,,59.50588235,1,0,37.752871,-122.38688,0,153,153,28.254,11.08,11.08,POINT (-122.38688 37.752871)
