,BLOCKCE,BLOCKID10,COUNTYFP10,HOUSING16,PARTFLG,STATEFP10,TRACTCE10,geometry
3983,1000,6.08E+13,75,0,N,6,10500,"POLYGON ((-122.393382 37.801928, -122.397302 37.799492, -122.397363 37.79956, -122.397382 37.799549, -122.397642 37.799842, -122.397602 37.799901, -122.397542 37.799958, -122.395444 37.801142, -122.39544 37.80116, -122.395734 37.801472, -122.395757 37.801476, -122.397989 37.80023, -122.398384 37.800673, -122.396156 37.80192, -122.396143 37.801955, -122.397084 37.803021, -122.397107 37.803024, -122.399152 37.801889, -122.399193 37.801872, -122.399303 37.80184, -122.399409 37.801825, -122.399724 37.802176, -122.399616 37.802282, -122.397515 37.803469, -122.397512 37.803487, -122.397791 37.80381, -122.397814 37.803814, -122.399602 37.802808, -122.399972 37.803225, -122.398241 37.804243, -122.398225 37.804256, -122.398224 37.804275, -122.398559 37.804526, -122.398511 37.804597, -122.398543 37.804606, -122.40048 37.803466, -122.400843 37.803429, -122.400964 37.803564, -122.400589 37.806022, -122.398482 37.80722799999999, -122.393382 37.801928))"
3984,1015,6.08E+13,75,187,N,6,12700,"POLYGON ((-122.443603 37.803705, -122.44527 37.803493, -122.445459 37.804426, -122.443792 37.804638, -122.443603 37.803705))"
3985,1018,6.08E+13,75,99,N,6,12602,"POLYGON ((-122.440195 37.803963, -122.441032 37.803858, -122.441196 37.804669, -122.440507 37.804757, -122.439255 37.804081, -122.440195 37.803963))"
3986,1007,6.08E+13,75,62,N,6,12602,"POLYGON ((-122.437433 37.806262, -122.438223 37.80534, -122.438187 37.805159, -122.439609 37.805911, -122.439999 37.80607699999999, -122.439709 37.806051, -122.437655 37.806313, -122.437461 37.806402, -122.437433 37.806262))"
3987,1007,6.08E+13,75,157,N,6,12601,"POLYGON ((-122.438 37.802557, -122.438049 37.802511, -122.438783 37.801994, -122.439704 37.801537, -122.439944 37.802724, -122.438618 37.802891, -122.438 37.802557))"
3988,2007,6.08E+13,75,0,N,6,12602,"POLYGON ((-122.431874 37.804245, -122.433525 37.804033, -122.433713 37.804969, -122.433798 37.805043, -122.433667 37.805015, -122.432193 37.805206, -122.432091 37.8052, -122.432049 37.805123, -122.431948 37.804618, -122.431874 37.804245))"
3989,2008,6.08E+13,75,86,N,6,12602,"POLYGON ((-122.433798 37.805043, -122.433713 37.804969, -122.433525 37.804033, -122.435169 37.803823, -122.435357 37.804757, -122.434082 37.804917, -122.433898 37.804976, -122.433798 37.805043))"
3990,1010,6.08E+13,75,55,N,6,12800,"POLYGON ((-122.435772 37.798487, -122.43742 37.798278, -122.437514 37.798742, -122.435866 37.798952, -122.435772 37.798487))"
3991,4001,6.08E+13,75,107,N,6,13000,"POLYGON ((-122.43549 37.797089, -122.437138 37.796879, -122.437326 37.797811, -122.435678 37.798021, -122.43549 37.797089))"
3992,4000,6.08E+13,75,61,N,6,13000,"POLYGON ((-122.433847 37.797298, -122.43549 37.797089, -122.435678 37.798021, -122.434036 37.79823, -122.433847 37.797298))"
3993,1001,6.08E+13,75,162,N,6,20600,"POLYGON ((-122.430727 37.762753, -122.428509 37.76289, -122.428431 37.762088, -122.430662 37.76208099999999, -122.430727 37.762753))"
3994,1002,6.08E+13,75,248,N,6,20600,"POLYGON ((-122.428431 37.762088, -122.428354 37.76129, -122.430574 37.761155, -122.43065 37.761954, -122.430662 37.76208099999999, -122.428431 37.762088))"
3995,1003,6.08E+13,75,111,N,6,20600,"POLYGON ((-122.428354 37.76129, -122.428278 37.760491, -122.430497 37.760357, -122.430574 37.761155, -122.428354 37.76129))"
3996,3000,6.08E+13,75,201,N,6,20200,"POLYGON ((-122.421886 37.764917, -122.422629 37.764872, -122.422853 37.764859, -122.423112 37.764843, -122.423115 37.764868, -122.423281 37.766465, -122.422044 37.76654, -122.421964 37.765721, -122.421886 37.764917))"
3997,1017,6.08E+13,75,21,N,6,20100,"POLYGON ((-122.42162 37.770303, -122.421583 37.769918, -122.422365 37.769868, -122.422444 37.770715, -122.42226 37.77056, -122.421737 37.770334, -122.42162 37.770303))"
3998,1023,6.08E+13,75,0,N,6,20100,"POLYGON ((-122.420032 37.769045, -122.420004 37.769127, -122.419944 37.769601, -122.419899 37.769893, -122.420008 37.770111, -122.418125 37.769806, -122.417904 37.76977, -122.417753 37.769815, -122.417803 37.769739, -122.41781 37.76967, -122.418035 37.769695, -122.41816 37.769708, -122.418438 37.76972, -122.418657 37.769683, -122.418822 37.769597, -122.418944 37.76945, -122.418976 37.769283, -122.418924 37.769121, -122.419128 37.769107, -122.420032 37.769045))"
3999,4004,6.08E+13,75,47,N,6,20100,"POLYGON ((-122.420901 37.764977, -122.42124 37.764956, -122.421381 37.764948, -122.421456 37.765751, -122.421531 37.766571, -122.421057 37.766599, -122.420901 37.764977))"
4000,2007,6.08E+13,75,93,N,6,20100,"POLYGON ((-122.419825 37.76667399999999, -122.419669 37.765051, -122.420482 37.765002, -122.420638 37.766625, -122.419825 37.76667399999999))"
4001,3003,6.08E+13,75,111,N,6,20100,"POLYGON ((-122.419669 37.765051, -122.419825 37.76667399999999, -122.419072 37.76671899999999, -122.418734 37.766739, -122.418634 37.765686, -122.418579 37.765117, -122.418698 37.76511, -122.419669 37.765051))"
4002,1011,6.08E+13,75,43,N,6,20401,"POLYGON ((-122.442238 37.758104, -122.442258 37.757734, -122.442281 37.75763, -122.442371 37.757584, -122.442524 37.757577, -122.442675 37.757611, -122.443093 37.75784, -122.443217 37.757799, -122.44322 37.757874, -122.443362 37.757994, -122.44368 37.758192, -122.443782 37.758193, -122.443862 37.75829, -122.444076 37.758402, -122.444262 37.758486, -122.444396 37.758546, -122.444427 37.75856, -122.444658 37.758743, -122.444707 37.758825, -122.444614 37.758814, -122.444468 37.758664, -122.444334 37.758592, -122.443967 37.758434, -122.443513 37.758499, -122.4432 37.758433, -122.442959 37.758357, -122.442659 37.75822, -122.442565 37.758154, -122.442238 37.758104))"
4003,3007,6.08E+13,75,41,N,6,21200,"POLYGON ((-122.44093 37.754102, -122.440853 37.753304, -122.441871 37.753243, -122.441886 37.753365, -122.441807 37.753471, -122.441307 37.75388, -122.441163 37.75409, -122.441076 37.754178, -122.44093 37.754102))"
4004,3004,6.08E+13,75,32,N,6,21200,"POLYGON ((-122.437494 37.752697, -122.438628 37.752629, -122.438704 37.753434, -122.43878 37.754229, -122.437649 37.754296, -122.437494 37.752697))"
4005,2009,6.08E+13,75,81,N,6,21200,"POLYGON ((-122.440695 37.751698, -122.440616 37.750902, -122.441687 37.750836, -122.442783 37.750773, -122.442832 37.751431, -122.44274 37.751574, -122.440695 37.751698))"
4006,2002,6.08E+13,75,0,N,6,31201,"POLYGON ((-122.454116 37.723457, -122.454176 37.723441, -122.455093 37.723635, -122.455136 37.723672, -122.45507 37.723687, -122.454161 37.723495, -122.454116 37.723457))"
4007,1022,6.08E+13,75,47,N,6,23001,"POLYGON ((-122.398378 37.738215, -122.398942 37.737589, -122.400789 37.738638, -122.400679 37.738746, -122.40021 37.739256, -122.398378 37.738215))"
4008,1000,6.08E+13,75,0,N,6,23001,"POLYGON ((-122.399705 37.73992, -122.399718 37.739905, -122.399739 37.739882, -122.399789 37.739885, -122.399996 37.739852, -122.400669 37.739662, -122.400899 37.739659, -122.400775 37.739742, -122.400086 37.739942, -122.399752 37.739908, -122.399705 37.73992))"
4009,1030,6.08E+13,75,27,N,6,23001,"POLYGON ((-122.398556 37.736433, -122.399504 37.736964, -122.398942 37.737589, -122.397666 37.736864, -122.398556 37.736433))"
4010,1069,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.397749 37.744469, -122.398231 37.743945, -122.398747 37.744096, -122.398204 37.744694, -122.397749 37.744469))"
4011,1070,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.397609 37.74534999999999, -122.395937 37.744399, -122.396526 37.743766, -122.397749 37.744469, -122.398204 37.744694, -122.397609 37.74534999999999))"
4012,2003,6.08E+13,75,0,N,6,31202,"POLYGON ((-122.450118 37.722083, -122.450002 37.722082, -122.449343 37.721818, -122.449296 37.721752, -122.449394 37.721746, -122.450051 37.722009, -122.450118 37.722083))"
4013,1108,6.08E+13,75,0,N,6,980900,"POLYGON ((-122.395382 37.738404, -122.395945 37.737784, -122.39781 37.738847, -122.397254 37.739464, -122.395382 37.738404))"
4014,2002,6.08E+13,75,25,N,6,23001,"POLYGON ((-122.398327 37.736045, -122.399909 37.73528599999999, -122.400179 37.735557, -122.400357 37.735581, -122.398556 37.736433, -122.398327 37.736045))"
4015,5005,6.08E+13,75,66,N,6,61500,"POLYGON ((-122.393246 37.782137, -122.393345 37.782155, -122.393452 37.782148, -122.393546 37.782124, -122.394093 37.781691, -122.394407 37.781942, -122.393297 37.782821, -122.393082 37.78265, -122.392842 37.782457, -122.393246 37.782137))"
4016,5007,6.08E+13,75,0,N,6,61500,"POLYGON ((-122.393246 37.782137, -122.393223 37.782058, -122.393227 37.781978, -122.393262 37.781901, -122.393812 37.781467, -122.394361 37.781034, -122.394456 37.781008, -122.394559 37.781003, -122.394659 37.781022, -122.394681 37.781101, -122.394675 37.781183, -122.394642 37.781258, -122.394093 37.781691, -122.393546 37.782124, -122.393452 37.782148, -122.393345 37.782155, -122.393246 37.782137))"
4017,5010,6.08E+13,75,105,N,6,61500,"POLYGON ((-122.391065 37.780182, -122.392211 37.779277, -122.392971 37.779885, -122.393607 37.780638, -122.393188 37.780969, -122.392613 37.781423, -122.391065 37.780182))"
4018,1024,6.08E+13,75,59,N,6,60700,"POLYGON ((-122.38784 37.771214, -122.387781 37.771218, -122.387724 37.77122, -122.387665 37.771224, -122.387604 37.771222, -122.387534 37.771226, -122.387469 37.771231, -122.387409 37.771248, -122.387347 37.771253, -122.387292 37.771269, -122.38722 37.771289, -122.38716 37.771307, -122.387102 37.771314, -122.387037 37.77131, -122.386974 37.77131, -122.386906 37.771306, -122.386837 37.771306, -122.386771 37.771312, -122.386508 37.77132599999999, -122.385725 37.770142, -122.385529 37.76809, -122.385684 37.767544, -122.385823 37.767255, -122.385933 37.767027, -122.386615 37.765668, -122.387606 37.764483, -122.387917 37.764379, -122.388037 37.765628, -122.388164 37.766958, -122.389099 37.766903, -122.389198 37.767872, -122.389294 37.768811, -122.388354 37.76889, -122.387343 37.76896, -122.387358 37.769019, -122.387481 37.769529, -122.387812 37.77073499999999, -122.38791 37.771093, -122.387942 37.771207, -122.387907 37.771213, -122.38784 37.771214))"
4019,1018,6.08E+13,75,0,N,6,60700,"POLYGON ((-122.389875 37.774668, -122.390025 37.7763, -122.388128 37.776407, -122.387898 37.776402, -122.387848 37.776326, -122.387736 37.775873, -122.387714 37.775645, -122.38751 37.773555, -122.387407 37.773339, -122.389356 37.772872, -122.389717 37.772931, -122.389875 37.774668))"
4020,1005,6.08E+13,75,0,N,6,22600,"POLYGON ((-122.388037 37.765628, -122.387917 37.764379, -122.388851 37.764322, -122.3888 37.764412, -122.38892 37.765612, -122.389037 37.766789, -122.389099 37.766903, -122.388164 37.766958, -122.388037 37.765628))"
4021,1014,6.08E+13,75,0,N,6,22600,"POLYGON ((-122.39166 37.76287, -122.39233 37.76283, -122.392353 37.762829, -122.39252 37.762819, -122.3926 37.763438, -122.392714 37.764084, -122.39261 37.76409, -122.392486 37.764098, -122.391781 37.764141, -122.39166 37.76287))"
4022,1016,6.08E+13,75,0,N,6,22600,"POLYGON ((-122.390698 37.762926, -122.390573 37.761652, -122.391538 37.761594, -122.39166 37.76287, -122.390698 37.762926))"
4023,1012,6.08E+13,75,0,N,6,23200,"POLYGON ((-122.392703 37.72886, -122.392806 37.728565, -122.392899 37.72849, -122.392933 37.728607, -122.392737 37.729161, -122.392625 37.729278, -122.392609 37.729133, -122.392703 37.72886))"
4024,1018,6.08E+13,75,0,N,6,23200,"POLYGON ((-122.392899 37.72849, -122.392866 37.728387, -122.393125 37.727807, -122.393233 37.727733, -122.393244 37.727875, -122.392985 37.728454, -122.392899 37.72849))"
4025,1016,6.08E+13,75,0,N,6,61000,"POLYGON ((-122.392609 37.711272, -122.392577 37.711143, -122.39264 37.710388, -122.392685 37.71033, -122.392729 37.710393, -122.392665 37.711149, -122.392609 37.711272))"
4026,2027,6.08E+13,75,0,N,6,26402,"POLYGON ((-122.398561 37.716152, -122.398646 37.71591, -122.398722 37.716063, -122.398633 37.716303, -122.398561 37.716152))"
4027,1030,6.08E+13,75,0,N,6,23300,"POLYGON ((-122.398434 37.71774, -122.398515 37.717664, -122.398549 37.717859, -122.39866 37.718153, -122.398812 37.718511, -122.398863 37.718683, -122.398434 37.71774))"
4028,4013,6.08E+13,75,9,N,6,33000,"POLYGON ((-122.492331 37.735045, -122.492143 37.735182, -122.491806 37.73528, -122.491748 37.734502, -122.492289 37.734472, -122.492331 37.735045))"
4029,4025,6.08E+13,75,0,N,6,33100,"POLYGON ((-122.492259 37.734058, -122.491509 37.734092, -122.491343 37.734008, -122.491521 37.73392, -122.492418 37.733879, -122.493338 37.733836, -122.493772 37.733816, -122.493784 37.733989, -122.493345 37.734009, -122.492259 37.734058))"
4030,4015,6.08E+13,75,0,N,6,33100,"POLYGON ((-122.490444 37.73405, -122.49055 37.733967, -122.491121 37.73394, -122.491343 37.734008, -122.491132 37.734096, -122.49055 37.734125, -122.490444 37.73405))"
4031,4002,6.08E+13,75,0,N,6,33100,"POLYGON ((-122.486384 37.734317, -122.486101 37.734329, -122.485933 37.734247, -122.486094 37.73416599999999, -122.486402 37.734156, -122.487288 37.734117, -122.488167 37.734075, -122.48885 37.734048, -122.488956 37.734113, -122.488745 37.734215, -122.488172 37.73424, -122.487248 37.73428, -122.486384 37.734317))"
4032,3009,6.08E+13,75,31,N,6,13200,"POLYGON ((-122.438275 37.79418, -122.438209 37.79385, -122.439853 37.793648, -122.43992 37.793983, -122.440045 37.794598, -122.438402 37.794807, -122.438275 37.79418))"
4033,2006,6.08E+13,75,147,N,6,13400,"POLYGON ((-122.44211 37.787856, -122.443753 37.787647, -122.44394 37.78857, -122.442297 37.788781, -122.44211 37.787856))"
4034,1005,6.08E+13,75,72,N,6,15400,"POLYGON ((-122.44337 37.785759, -122.44502 37.785549, -122.445208 37.78648099999999, -122.44356 37.786691, -122.44337 37.785759))"
4035,2003,6.08E+13,75,87,N,6,15400,"POLYGON ((-122.443183 37.784827, -122.442989 37.783897, -122.444643 37.783686, -122.444831 37.784617, -122.443183 37.784827))"
4036,2007,6.08E+13,75,83,N,6,15300,"POLYGON ((-122.441726 37.785968, -122.44337 37.785759, -122.44356 37.786691, -122.441916 37.7869, -122.441726 37.785968))"
4037,2004,6.08E+13,75,20,N,6,13200,"POLYGON ((-122.436381 37.793137, -122.438022 37.792927, -122.438209 37.79385, -122.436567 37.794058, -122.436381 37.793137))"
4038,2003,6.08E+13,75,239,N,6,15500,"POLYGON ((-122.436368 37.784736, -122.43802 37.784531, -122.438206 37.785459, -122.436557 37.785668, -122.436368 37.784736))"
4039,2002,6.08E+13,75,8,N,6,13500,"POLYGON ((-122.433595 37.789892, -122.434027 37.789837, -122.434203 37.790711, -122.433771 37.790766, -122.432562 37.79092, -122.432385 37.790044, -122.433595 37.789892))"
4040,2000,6.08E+13,75,146,N,6,12901,"POLYGON ((-122.426565 37.802998, -122.426756 37.803936, -122.425646 37.804078, -122.42511 37.804146, -122.425191 37.804027, -122.425042 37.803293, -122.424919 37.803206, -122.426565 37.802998))"
4041,2001,6.08E+13,75,145,N,6,12901,"POLYGON ((-122.426565 37.802998, -122.42821 37.802791, -122.4284 37.80372699999999, -122.427687 37.803818, -122.426756 37.803936, -122.426565 37.802998))"
4042,2002,6.08E+13,75,93,N,6,13000,"POLYGON ((-122.430559 37.797716, -122.428914 37.797925, -122.428725 37.796992, -122.430371 37.796783, -122.430559 37.797716))"
4043,1002,6.08E+13,75,166,N,6,12901,"POLYGON ((-122.427825 37.800887, -122.427954 37.800934, -122.429364 37.800755, -122.429471 37.800678, -122.429667 37.801654, -122.428022 37.801863, -122.427825 37.800887))"
4044,2005,6.08E+13,75,177,N,6,12901,"POLYGON ((-122.425065 37.802238, -122.426377 37.802072, -122.426565 37.802998, -122.424919 37.803206, -122.425004 37.803107, -122.424853 37.802361, -122.424731 37.802281, -122.425065 37.802238))"
4045,1004,6.08E+13,75,148,N,6,21200,"POLYGON ((-122.434317 37.75369, -122.43444 37.753666, -122.436527 37.75354, -122.4366 37.754359, -122.435916 37.754389, -122.435887 37.754362, -122.435454 37.754379, -122.435257 37.75444, -122.434394 37.754494, -122.434317 37.75369))"
4046,1005,6.08E+13,75,63,N,6,21300,"POLYGON ((-122.433851 37.74889599999999, -122.433769 37.748097, -122.43599 37.747963, -122.436067 37.748762, -122.433851 37.74889599999999))"
4047,1002,6.08E+13,75,46,N,6,21600,"POLYGON ((-122.435841 37.746373, -122.438011 37.746231, -122.43809 37.74705, -122.435916 37.747179, -122.435841 37.746373))"
4048,1006,6.08E+13,75,82,N,6,21300,"POLYGON ((-122.433697 37.747297, -122.434383 37.747256, -122.435026 37.747224, -122.435916 37.747179, -122.43599 37.747963, -122.433769 37.748097, -122.433697 37.747297))"
4049,2006,6.08E+13,75,25,N,6,21600,"POLYGON ((-122.442949 37.745146, -122.443173 37.744913, -122.443243 37.744867, -122.443402 37.744789, -122.443639 37.744754, -122.443863 37.744778, -122.44408 37.744868, -122.444258 37.744998, -122.444339 37.74519, -122.444385 37.745568, -122.444398 37.74586, -122.444337 37.746004, -122.444251 37.746117, -122.443679 37.745894, -122.443374 37.745898, -122.443359 37.745609, -122.443212 37.745366, -122.442949 37.745146))"
4050,1011,6.08E+13,75,120,N,6,21700,"POLYGON ((-122.435621 37.741534, -122.435663 37.741449, -122.435626 37.741369, -122.435558 37.741012, -122.435632 37.740681, -122.435867 37.740255, -122.43584 37.740153, -122.435958 37.740196, -122.436073 37.740198, -122.436478 37.739886, -122.437164 37.739447, -122.43752 37.739298, -122.437919 37.739287, -122.438385 37.739398, -122.438539 37.739499, -122.438439 37.739514, -122.438044 37.739903, -122.437834 37.739853, -122.437653 37.739877, -122.437495 37.739979, -122.437093 37.740444, -122.436793 37.740648, -122.436541 37.740797, -122.436436 37.740969, -122.436433 37.741336, -122.436523 37.741658, -122.436717 37.741941, -122.436979 37.742137, -122.438076 37.74282, -122.437925 37.743091, -122.437886 37.743377, -122.437683 37.743609, -122.437646 37.743478, -122.437347 37.74330399999999, -122.436574 37.742769, -122.436215 37.742445, -122.435955 37.74207699999999, -122.43572 37.741572, -122.435621 37.741534))"
4051,1009,6.08E+13,75,50,N,6,21600,"POLYGON ((-122.433395 37.744116, -122.433525 37.74407, -122.433976 37.744043, -122.434136 37.744068, -122.435146 37.744008, -122.435603 37.744, -122.43568 37.744761, -122.43554 37.744757, -122.433466 37.744881, -122.433395 37.744116))"
