,BLOCKCE,BLOCKID10,COUNTYFP10,HOUSING16,PARTFLG,STATEFP10,TRACTCE10,geometry
7209,6001,6.08E+13,75,0,N,6,61500,"POLYGON ((-122.387418 37.789439, -122.387348 37.789311, -122.385347 37.789791, -122.385313 37.789784, -122.385287 37.789764, -122.385106 37.789317, -122.385115 37.789294, -122.385142 37.789278, -122.385148 37.78922, -122.387188 37.788774, -122.387049 37.788229, -122.385259 37.78852, -122.38523 37.78851, -122.385213 37.788491, -122.385126 37.788142, -122.385138 37.788118, -122.385162 37.788105, -122.387225 37.787767, -122.387381 37.78772, -122.387407 37.787241, -122.38702 37.787247, -122.384544 37.78740000000001, -122.384515 37.787387, -122.384499 37.787361, -122.384342 37.785735, -122.38436 37.78571, -122.38439 37.785698, -122.387336 37.785518, -122.387454 37.785495, -122.387565 37.785458, -122.387581 37.785438, -122.387631 37.784865, -122.385459 37.784994, -122.385415 37.784607, -122.387222 37.784502, -122.387473 37.78447, -122.387583 37.784438, -122.387674 37.784396, -122.38771 37.783876, -122.386288 37.783959, -122.386237 37.783406, -122.38754 37.78332899999999, -122.387696 37.783279, -122.387752 37.783246, -122.387777 37.782868, -122.387628 37.782826, -122.38807 37.782449, -122.388069 37.782525, -122.388024 37.783043, -122.387966 37.783507, -122.387951 37.783729, -122.387893 37.784615, -122.388023 37.784774, -122.387862 37.784843, -122.387772 37.785912, -122.387709 37.786977, -122.387795 37.787097, -122.38767 37.787175, -122.387662 37.787307, -122.387723 37.788035, -122.387738 37.78826, -122.387868 37.788725, -122.387894 37.788801, -122.387418 37.789439))"
7210,4001,6.08E+13,75,53,N,6,45200,"POLYGON ((-122.468426 37.778897, -122.468293 37.77703899999999, -122.469361 37.77699, -122.469495 37.778849, -122.468426 37.778897))"
7211,2000,6.08E+13,75,31,N,6,40200,"POLYGON ((-122.466427 37.780925, -122.466555 37.780991, -122.467374 37.780955, -122.467488 37.78088, -122.467629 37.782802, -122.466563 37.782849, -122.466427 37.780925))"
7212,4000,6.08E+13,75,51,N,6,45200,"POLYGON ((-122.467354 37.778946, -122.46722 37.777088, -122.468293 37.77703899999999, -122.468426 37.778897, -122.467354 37.778946))"
7213,1007,6.08E+13,75,108,N,6,40200,"POLYGON ((-122.465353 37.78096499999999, -122.465476 37.781037, -122.466297 37.780998, -122.466427 37.780925, -122.466563 37.782849, -122.465492 37.782891, -122.465353 37.78096499999999))"
7214,2011,6.08E+13,75,93,N,6,26001,"POLYGON ((-122.435208 37.722764, -122.436385 37.721209, -122.43715 37.721575, -122.436468 37.722465, -122.43604 37.723044, -122.435977 37.72313, -122.435208 37.722764))"
7215,2001,6.08E+13,75,64,N,6,26001,"POLYGON ((-122.434033 37.724316, -122.433231 37.723932, -122.434407 37.722382, -122.435208 37.722764, -122.434033 37.724316))"
7216,2008,6.08E+13,75,69,N,6,26001,"POLYGON ((-122.432806 37.721619, -122.433985 37.720063, -122.434785 37.720445, -122.433606 37.722, -122.432806 37.721619))"
7217,1011,6.08E+13,75,82,N,6,26100,"POLYGON ((-122.441401 37.719865, -122.440872 37.719443, -122.440215 37.71996, -122.440433 37.720126, -122.440496 37.720093, -122.440654 37.720064, -122.44087 37.720139, -122.440947 37.720184, -122.440701 37.720568, -122.440473 37.720934, -122.439795 37.720663, -122.439704 37.720696, -122.439382 37.72057, -122.439583 37.720251, -122.439866 37.719882, -122.440295 37.719518, -122.441296 37.71873, -122.441318 37.718634, -122.441877 37.719081, -122.442552 37.719621, -122.441401 37.719865))"
7218,1007,6.08E+13,75,35,N,6,26301,"POLYGON ((-122.438758 37.716632, -122.439438 37.715673, -122.43951 37.715755, -122.440097 37.716018, -122.440255 37.71603899999999, -122.439655 37.71688, -122.43964 37.716959, -122.438758 37.716632))"
7219,2016,6.08E+13,75,54,N,6,26301,"POLYGON ((-122.441585 37.712381, -122.442143 37.71223, -122.442566 37.712115, -122.443118 37.713399, -122.442137 37.713666, -122.441585 37.712381))"
7220,1006,6.08E+13,75,54,N,6,26303,"POLYGON ((-122.444839 37.70858399999999, -122.445205 37.70926, -122.444411 37.70953, -122.44418 37.709554, -122.443694 37.709718, -122.443574 37.709743, -122.443 37.709935, -122.442669 37.709321, -122.442923 37.709235, -122.444839 37.70858399999999))"
7221,2007,6.08E+13,75,28,N,6,26303,"POLYGON ((-122.442156 37.710944, -122.441892 37.710314, -122.443 37.709935, -122.443335 37.710555, -122.4427 37.710764, -122.442156 37.710944))"
7222,3001,6.08E+13,75,27,N,6,26301,"POLYGON ((-122.438564 37.713221, -122.438059 37.712021, -122.438563 37.71188799999999, -122.439069 37.713087, -122.438564 37.713221))"
7223,2006,6.08E+13,75,45,N,6,26301,"POLYGON ((-122.436642 37.71355, -122.436894 37.713663, -122.438275 37.714283, -122.437805 37.71494, -122.437739 37.714855, -122.437149 37.71459, -122.436992 37.714575, -122.436901 37.714479, -122.436358 37.714235, -122.436176 37.714209, -122.436642 37.71355))"
7224,2006,6.08E+13,75,0,N,6,26004,"POLYGON ((-122.433931 37.715806, -122.434492 37.715065, -122.435346 37.715379, -122.434732 37.716189, -122.433931 37.715806))"
7225,2010,6.08E+13,75,20,N,6,26004,"POLYGON ((-122.43313 37.715423, -122.432323 37.715038, -122.432777 37.714437, -122.433639 37.714752, -122.43313 37.715423))"
7226,1000,6.08E+13,75,0,N,6,26302,"POLYGON ((-122.433707 37.713143, -122.433521 37.713148, -122.432796 37.712996, -122.432858 37.712914, -122.433557 37.713062, -122.433707 37.713143))"
7227,1000,6.08E+13,75,47,N,6,26301,"POLYGON ((-122.432777 37.714437, -122.432838 37.71438699999999, -122.433635 37.71328099999999, -122.433707 37.713143, -122.433811 37.713223, -122.434004 37.713286, -122.434396 37.713461, -122.434541 37.713476, -122.433639 37.714752, -122.432777 37.714437))"
7228,2008,6.08E+13,75,41,N,6,26302,"POLYGON ((-122.434692 37.709566, -122.434564 37.709594, -122.433757 37.709876, -122.433033 37.710271, -122.432462 37.709723, -122.433334 37.709246, -122.434395 37.70887099999999, -122.434692 37.709566))"
7229,1021,6.08E+13,75,27,N,6,25500,"POLYGON ((-122.429766 37.73146, -122.429571 37.73104, -122.429748 37.731051, -122.430947 37.730699, -122.431093 37.730656, -122.431192 37.730568, -122.431393 37.731009, -122.430578 37.731235, -122.429766 37.73146))"
7230,1002,6.08E+13,75,119,N,6,12301,"POLYGON ((-122.408667 37.785388, -122.408782 37.785373, -122.409498 37.785283, -122.409683 37.786203, -122.409329 37.786247, -122.408941 37.786296, -122.40884 37.785836, -122.408781 37.785683, -122.408667 37.785388))"
7231,3003,6.08E+13,75,5,N,6,10400,"POLYGON ((-122.404798 37.802901, -122.405145 37.802858, -122.405772 37.802779, -122.405876 37.802766, -122.406398 37.8027, -122.406511 37.803272, -122.406419 37.803308, -122.406302 37.803404, -122.406269 37.803455, -122.406258 37.803515, -122.406274 37.803573, -122.406339 37.803611, -122.406445 37.803632, -122.406582 37.803632, -122.405684 37.803745, -122.405634 37.803707, -122.405572 37.803694, -122.405425 37.803709, -122.405309 37.803736, -122.404986 37.803833, -122.404798 37.802901))"
7232,1032,6.08E+13,75,0,N,6,980300,"POLYGON ((-122.492914 37.766144, -122.492677 37.766008, -122.491004 37.76541, -122.491387 37.765376, -122.49172 37.765369, -122.492218 37.765389, -122.493029 37.765447, -122.494092 37.765532, -122.494867 37.765556, -122.495438 37.765534, -122.496063 37.76546099999999, -122.497058 37.765348, -122.497584 37.765266, -122.498086 37.765175, -122.498354 37.765142, -122.498159 37.76526399999999, -122.497659 37.765502, -122.496644 37.766093, -122.496382 37.766257, -122.496145 37.766361, -122.495783 37.766421, -122.495339 37.766429, -122.494517 37.766371, -122.493515 37.766262, -122.492914 37.766144))"
7233,3003,6.08E+13,75,57,N,6,35201,"POLYGON ((-122.505665 37.756693, -122.505534 37.754831, -122.506605 37.754784, -122.506737 37.756646, -122.505665 37.756693))"
7234,3001,6.08E+13,75,58,N,6,35201,"POLYGON ((-122.503524 37.756787, -122.503392 37.754926, -122.504463 37.754879, -122.504594 37.75674, -122.503524 37.756787))"
7235,1001,6.08E+13,75,46,N,6,35201,"POLYGON ((-122.504333 37.753012, -122.503263 37.753059, -122.503133 37.75119, -122.504203 37.751144, -122.504333 37.753012))"
7236,2002,6.08E+13,75,57,N,6,35400,"POLYGON ((-122.504074 37.749282, -122.503942 37.747415, -122.505014 37.747367, -122.505148 37.749235, -122.504074 37.749282))"
7237,1000,6.08E+13,75,52,N,6,35201,"POLYGON ((-122.503263 37.753059, -122.502191 37.753106, -122.50206 37.75124, -122.503133 37.75119, -122.503263 37.753059))"
7238,5000,6.08E+13,75,57,N,6,35201,"POLYGON ((-122.502191 37.753106, -122.503263 37.753059, -122.503392 37.754926, -122.502318 37.754953, -122.502191 37.753106))"
7239,2005,6.08E+13,75,55,N,6,35400,"POLYGON ((-122.501798 37.74751, -122.501669 37.745645, -122.502742 37.745598, -122.50287 37.747462, -122.501798 37.74751))"
7240,5005,6.08E+13,75,60,N,6,35100,"POLYGON ((-122.500305 37.756929, -122.500173 37.755053, -122.501249 37.75500299999999, -122.501374 37.756882, -122.500305 37.756929))"
7241,6005,6.08E+13,75,58,N,6,35100,"POLYGON ((-122.500173 37.755053, -122.500045 37.753201, -122.501118 37.75315399999999, -122.501249 37.75500299999999, -122.500173 37.755053))"
7242,5003,6.08E+13,75,56,N,6,35100,"POLYGON ((-122.498162 37.757023, -122.498031 37.755152, -122.499103 37.755103, -122.499234 37.756976, -122.498162 37.757023))"
7243,7001,6.08E+13,75,58,N,6,35100,"POLYGON ((-122.49576 37.75339, -122.49563 37.751527, -122.496702 37.751476, -122.496835 37.753343, -122.49576 37.75339))"
7244,1006,6.08E+13,75,60,N,6,35300,"POLYGON ((-122.496309 37.745881, -122.49618 37.744021, -122.497248 37.743974, -122.497382 37.745833, -122.496309 37.745881))"
7245,4001,6.08E+13,75,71,N,6,35400,"POLYGON ((-122.502609 37.743738, -122.502477 37.741862, -122.503549 37.741813, -122.503681 37.74369, -122.502609 37.743738))"
7246,4003,6.08E+13,75,70,N,6,35400,"POLYGON ((-122.503549 37.741813, -122.503419 37.739954, -122.50449 37.739907, -122.50462 37.741765, -122.503549 37.741813))"
7247,1006,6.08E+13,75,0,N,6,60400,"POLYGON ((-122.500462 37.731068, -122.499542 37.731433, -122.499059 37.731576, -122.499345 37.731199, -122.500897 37.729688, -122.501493 37.728875, -122.50177 37.728394, -122.502109 37.729502, -122.502467 37.730095, -122.502621 37.730212, -122.500462 37.731068))"
7248,3000,6.08E+13,75,0,N,6,33100,"POLYGON ((-122.493784 37.733989, -122.493772 37.733816, -122.49393 37.733809, -122.493942 37.733981, -122.493784 37.733989))"
7249,5009,6.08E+13,75,24,N,6,35400,"POLYGON ((-122.502031 37.735515, -122.502558 37.735557, -122.502995 37.735555, -122.503105 37.735466, -122.503157 37.736229, -122.502084 37.736276, -122.502031 37.735515))"
7250,4006,6.08E+13,75,89,N,6,35400,"POLYGON ((-122.501272 37.740049, -122.501142 37.738192, -122.502215 37.738145, -122.502346 37.740001, -122.501272 37.740049))"
7251,3005,6.08E+13,75,68,N,6,45200,"POLYGON ((-122.469227 37.775125, -122.468158 37.775174, -122.468024 37.773304, -122.469092 37.773257, -122.469227 37.775125))"
7252,2004,6.08E+13,75,101,N,6,45200,"POLYGON ((-122.464812 37.773489, -122.465332 37.773423, -122.465883 37.773398, -122.466019 37.775271, -122.464942 37.775321, -122.464812 37.773489))"
7253,1041,6.08E+13,75,0,N,6,980300,"POLYGON ((-122.466143 37.771339, -122.466204 37.771559, -122.466337 37.771893, -122.466392 37.771968, -122.466553 37.772067, -122.466558 37.772577, -122.465917 37.772611, -122.465825 37.772609, -122.465463 37.772599, -122.464709 37.772465, -122.464611 37.77244, -122.464124 37.77232, -122.463038 37.772024, -122.462047 37.771776, -122.461184 37.771625, -122.460003 37.771451, -122.459162 37.771314, -122.459322 37.770931, -122.459438 37.77076, -122.459542 37.770645, -122.459752 37.770515, -122.459901 37.770442, -122.460108 37.770399, -122.460765 37.770318, -122.461111 37.770343, -122.461428 37.770328, -122.4618 37.770287, -122.462759 37.770066, -122.464402 37.769669, -122.464756 37.769525, -122.465201 37.769245, -122.465767 37.768795, -122.466297 37.768443, -122.467004 37.768013, -122.467304 37.768189, -122.468334 37.768777, -122.468225 37.76897, -122.468017 37.769207, -122.467732 37.769371, -122.467293 37.769659, -122.467055 37.769841, -122.466859 37.770021, -122.466469 37.770304, -122.466311 37.770403, -122.466196 37.77054, -122.4661 37.77074, -122.46607 37.770967, -122.466098 37.771175, -122.466143 37.771339))"
7254,1004,6.08E+13,75,119,N,6,45100,"POLYGON ((-122.45986 37.779283, -122.459725 37.77743, -122.460796 37.77738, -122.460931 37.779235, -122.45986 37.779283))"
7255,1005,6.08E+13,75,171,N,6,45100,"POLYGON ((-122.458581 37.777254, -122.458661 37.777344, -122.458994 37.77746399999999, -122.459725 37.77743, -122.45986 37.779283, -122.458732 37.779333, -122.458638 37.778008, -122.458581 37.777254))"
7256,1008,6.08E+13,75,55,N,6,45100,"POLYGON ((-122.459589 37.775566, -122.459486 37.774167, -122.460553 37.774031, -122.460661 37.775517, -122.459589 37.775566))"
7257,3008,6.08E+13,75,93,N,6,30202,"POLYGON ((-122.469392 37.762034, -122.469263 37.760171, -122.470335 37.760124, -122.470465 37.761987, -122.47039 37.761949, -122.469476 37.761989, -122.469392 37.762034))"
7258,2002,6.08E+13,75,100,N,6,30202,"POLYGON ((-122.466181 37.762175, -122.466261 37.762205, -122.467182 37.762164, -122.467253 37.762128, -122.467383 37.76399, -122.466311 37.76403699999999, -122.466181 37.762175))"
7259,3002,6.08E+13,75,97,N,6,30202,"POLYGON ((-122.466181 37.762175, -122.46605 37.760312, -122.467122 37.760265, -122.467253 37.762128, -122.46718 37.76209, -122.466253 37.762131, -122.466181 37.762175))"
7260,2003,6.08E+13,75,78,N,6,30101,"POLYGON ((-122.459953 37.765257, -122.459888 37.764319, -122.460958 37.764272, -122.461023 37.765209, -122.459953 37.765257))"
7261,2007,6.08E+13,75,93,N,6,30101,"POLYGON ((-122.459888 37.764319, -122.45979 37.762926, -122.460843 37.762628, -122.460958 37.764272, -122.459888 37.764319))"
7262,2004,6.08E+13,75,89,N,6,30101,"POLYGON ((-122.458881 37.765304, -122.458815 37.764366, -122.459888 37.764319, -122.459953 37.765257, -122.458881 37.765304))"
7263,2006,6.08E+13,75,18,N,6,30101,"POLYGON ((-122.4577 37.76455, -122.457536 37.763566, -122.457827 37.763482, -122.45979 37.762926, -122.459888 37.764319, -122.458815 37.764366, -122.457821 37.764409, -122.4577 37.76455))"
7264,1002,6.08E+13,75,109,N,6,15600,"POLYGON ((-122.455281 37.781459, -122.455017 37.780175, -122.454818 37.780117, -122.455567 37.780018, -122.455843 37.779941, -122.455983 37.780096, -122.456079 37.78027, -122.456296 37.781381, -122.456191 37.78132, -122.455619 37.78135, -122.455524 37.781431, -122.455467 37.781362, -122.455358 37.781374, -122.455281 37.781459))"
7265,3005,6.08E+13,75,85,N,6,15600,"POLYGON ((-122.456863 37.777402, -122.458337 37.777214, -122.458581 37.777254, -122.458638 37.778008, -122.457138 37.778194, -122.457047 37.778174, -122.457009 37.778121, -122.456863 37.777402))"
7266,3003,6.08E+13,75,33,N,6,15600,"POLYGON ((-122.455843 37.779941, -122.455684 37.779726, -122.455574 37.779477, -122.455442 37.778828, -122.456299 37.778718, -122.456497 37.779695, -122.455843 37.779941))"
7267,3013,6.08E+13,75,89,N,6,15700,"POLYGON ((-122.45112 37.781984, -122.450844 37.780622, -122.451869 37.780493, -122.452143 37.781853, -122.45204 37.781793, -122.451206 37.781895, -122.45112 37.781984))"
7268,1008,6.08E+13,75,73,N,6,26001,"POLYGON ((-122.430453 37.724725, -122.429652 37.724343, -122.430833 37.722784, -122.431633 37.723167, -122.430453 37.724725))"
7269,1010,6.08E+13,75,52,N,6,26003,"POLYGON ((-122.428432 37.721635, -122.429599 37.72009, -122.430412 37.720478, -122.429249 37.722026, -122.428432 37.721635))"
7270,2001,6.08E+13,75,69,N,6,26003,"POLYGON ((-122.430412 37.720478, -122.429599 37.72009, -122.430778 37.71853, -122.431585 37.718916, -122.430412 37.720478))"
7271,1009,6.08E+13,75,36,N,6,26003,"POLYGON ((-122.427645 37.721258, -122.428805 37.719712, -122.429599 37.72009, -122.428432 37.721635, -122.427645 37.721258))"
7272,1007,6.08E+13,75,0,N,6,33201,"POLYGON ((-122.476039 37.72695, -122.475931 37.726897, -122.475147 37.726877, -122.4749 37.726991, -122.475044 37.726888, -122.475109 37.725692, -122.475494 37.725692, -122.475818 37.725495, -122.475995 37.725706, -122.476083 37.72595099999999, -122.476039 37.72695))"
7273,3004,6.08E+13,75,37,N,6,25600,"POLYGON ((-122.420867 37.727112, -122.420371 37.725911, -122.421356 37.725653, -122.421852 37.726855, -122.420867 37.727112))"
7274,1016,6.08E+13,75,7,N,6,25600,"POLYGON ((-122.420374 37.728555, -122.420528 37.728928, -122.419486 37.729046, -122.419388 37.728809, -122.420374 37.728555))"
7275,2011,6.08E+13,75,0,N,6,26002,"POLYGON ((-122.423983 37.724083, -122.423807 37.723691, -122.424183 37.723594, -122.423983 37.724083))"
7276,2011,6.08E+13,75,56,N,6,26003,"POLYGON ((-122.429978 37.718148, -122.431154 37.716594, -122.431953 37.716976, -122.430778 37.71853, -122.429978 37.718148))"
7277,3012,6.08E+13,75,4,N,6,26302,"POLYGON ((-122.430676 37.710166, -122.430238 37.709507, -122.431283 37.709641, -122.430676 37.710166))"
7278,3015,6.08E+13,75,6,N,6,26302,"POLYGON ((-122.429289 37.70887099999999, -122.429341 37.708323, -122.430027 37.708281, -122.430882 37.708231, -122.431341 37.708231, -122.430706 37.708306, -122.430387 37.708346, -122.430179 37.70842, -122.430013 37.708529, -122.429911 37.70869, -122.429896 37.708867, -122.429289 37.70887099999999))"
7279,1013,6.08E+13,75,30,N,6,12202,"POLYGON ((-122.417707 37.784236, -122.419364 37.784029, -122.419455 37.784501, -122.417806 37.78471, -122.417707 37.784236))"
7280,2002,6.08E+13,75,598,N,6,12401,"POLYGON ((-122.414683 37.781759, -122.415505 37.781654, -122.415694 37.782585, -122.414054 37.782794, -122.413866 37.781863, -122.414683 37.781759))"
7281,1021,6.08E+13,75,152,N,6,11700,"POLYGON ((-122.405574 37.790565, -122.406331 37.79047, -122.407126 37.790368, -122.407191 37.79066, -122.407199 37.79069399999999, -122.407317 37.791298, -122.405742 37.791498, -122.405569 37.790658, -122.405574 37.790565))"
7282,1050,6.08E+13,75,0,N,6,61500,"POLYGON ((-122.40229 37.786039, -122.404267 37.784479, -122.404795 37.784908, -122.403182 37.786129, -122.402882 37.786429, -122.40229 37.786039))"
7283,1021,6.08E+13,75,43,N,6,17902,"POLYGON ((-122.369143 37.811374, -122.369081 37.811328, -122.368864 37.811268, -122.368665 37.811215, -122.368513 37.81112299999999, -122.368406 37.811017, -122.368345 37.810933, -122.36807 37.810917, -122.367826 37.810948, -122.367281 37.810928, -122.367979 37.81078, -122.368177 37.810772, -122.368345 37.810696, -122.368381 37.810628, -122.368345 37.810513, -122.368085 37.810399, -122.367811 37.810322, -122.367551 37.810246, -122.367292 37.8102, -122.367017 37.810109, -122.366834 37.810109, -122.366651 37.810162, -122.366529 37.810132, -122.366453 37.81004799999999, -122.366425 37.810001, -122.366381 37.809928, -122.36659 37.809926, -122.366804 37.809971, -122.367155 37.810002, -122.36746 37.81004799999999, -122.367857 37.810154, -122.368146 37.810254, -122.368742 37.810444, -122.368986 37.810582, -122.369154 37.81078, -122.369281 37.810828, -122.369413 37.810811, -122.36952 37.810719, -122.369642 37.810627, -122.369703 37.810483, -122.369681 37.810328, -122.369627 37.810307, -122.36955 37.810238, -122.369291 37.810139, -122.36897 37.81004799999999, -122.36868 37.809979, -122.368253 37.809903, -122.367811 37.809903, -122.367307 37.809895, -122.36691 37.809758, -122.366682 37.809567, -122.366498 37.809475, -122.366356 37.809396, -122.366174 37.809335, -122.366481 37.809028, -122.366743 37.8093, -122.367246 37.809414, -122.367795 37.809292, -122.368314 37.809269, -122.368711 37.809308, -122.36897 37.809399, -122.369215 37.809498, -122.369474 37.80959, -122.369703 37.809666, -122.369981 37.809728, -122.370381 37.809728, -122.370581 37.810528, -122.370618 37.810788, -122.370649 37.811032, -122.370542 37.81112299999999, -122.370328 37.811184, -122.369733 37.811337, -122.369481 37.811628, -122.369143 37.811374))"
7284,1011,6.08E+13,75,35,N,6,30500,"POLYGON ((-122.449447 37.74666, -122.449658 37.74679, -122.449829 37.746845, -122.44962 37.74733, -122.449121 37.748486, -122.448148 37.749872, -122.447994 37.750004, -122.447716 37.750197, -122.447061 37.749999, -122.446924 37.749962, -122.445803 37.749296, -122.445658 37.749137, -122.445635 37.748983, -122.445697 37.748855, -122.4459 37.748761, -122.446146 37.748733, -122.446321 37.748782, -122.446513 37.748873, -122.447149 37.749339, -122.447348 37.749454, -122.447558 37.749513, -122.447696 37.749485, -122.447794 37.749408, -122.448272 37.748586, -122.448649 37.747988, -122.448738 37.747816, -122.449048 37.747075, -122.449146 37.74686, -122.44931 37.746716, -122.449447 37.74666))"
7285,2004,6.08E+13,75,197,N,6,17000,"POLYGON ((-122.438555 37.766297, -122.437067 37.76586, -122.436562 37.764939, -122.436619 37.764884, -122.436965 37.764759, -122.436535 37.763983, -122.436954 37.763771, -122.437343 37.763761, -122.437331 37.763338, -122.438038 37.763295, -122.438667 37.7634, -122.439152 37.763481, -122.43943 37.763621, -122.442181 37.765, -122.442317 37.765003, -122.442336 37.765052, -122.4423 37.765106, -122.442039 37.765122, -122.441961 37.765172, -122.441932 37.765295, -122.441242 37.765271, -122.439502 37.766576, -122.438555 37.766297))"
7286,4027,6.08E+13,75,40,N,6,30900,"POLYGON ((-122.470181 37.723172, -122.47074 37.723555, -122.471304 37.72372, -122.471186 37.725935, -122.470725 37.725694, -122.469896 37.725178, -122.470018 37.724987, -122.470075 37.724663, -122.469981 37.724306, -122.469723 37.723983, -122.469324 37.72375, -122.46873 37.723626, -122.469275 37.722826, -122.469663 37.722959, -122.470181 37.723172))"
7287,3016,6.08E+13,75,45,N,6,31000,"POLYGON ((-122.460313 37.72572, -122.460907 37.725749, -122.460787 37.726066, -122.46072 37.726163, -122.460723 37.727022, -122.460364 37.726977, -122.459927 37.726901, -122.459969 37.726656, -122.459987 37.726413, -122.459929 37.726155, -122.459816 37.725815, -122.45991 37.72578499999999, -122.46016 37.725739, -122.460313 37.72572))"
7288,2003,6.08E+13,75,81,N,6,35300,"POLYGON ((-122.497248 37.743974, -122.497116 37.742104, -122.49819 37.742056, -122.49832 37.743927, -122.497248 37.743974))"
7289,3004,6.08E+13,75,27,N,6,35300,"POLYGON ((-122.498059 37.740191, -122.497928 37.738333, -122.499001 37.738286, -122.499132 37.740143, -122.498059 37.740191))"
7290,3011,6.08E+13,75,137,N,6,47801,"POLYGON ((-122.492095 37.777823, -122.491959 37.77596, -122.493044 37.775911, -122.493168 37.777774, -122.492095 37.777823))"
7291,2004,6.08E+13,75,76,N,6,47801,"POLYGON ((-122.494104 37.775862, -122.493968 37.773996, -122.495039 37.773947, -122.495175 37.775813, -122.494104 37.775862))"
7292,3010,6.08E+13,75,77,N,6,47801,"POLYGON ((-122.491959 37.77596, -122.491824 37.774094, -122.492903 37.774045, -122.493044 37.775911, -122.491959 37.77596))"
7293,3009,6.08E+13,75,86,N,6,47801,"POLYGON ((-122.490752 37.774143, -122.491824 37.774094, -122.491959 37.77596, -122.490886 37.77600899999999, -122.490752 37.774143))"
7294,3006,6.08E+13,75,85,N,6,47801,"POLYGON ((-122.488741 37.776107, -122.489815 37.776058, -122.489951 37.777923, -122.488876 37.777972, -122.488741 37.776107))"
7295,1001,6.08E+13,75,115,N,6,47701,"POLYGON ((-122.482592 37.780189, -122.482453 37.778263, -122.483525 37.778214, -122.483662 37.780143, -122.483532 37.780076, -122.482705 37.780115, -122.482592 37.780189))"
7296,6007,6.08E+13,75,0,N,6,32700,"POLYGON ((-122.495082 37.759028, -122.494952 37.757164, -122.495487 37.75714, -122.495421 37.757211, -122.495541 37.758936, -122.495617 37.759004, -122.495082 37.759028))"
7297,2006,6.08E+13,75,0,N,6,11100,"POLYGON ((-122.422135 37.789412, -122.422257 37.789492, -122.422408 37.790241, -122.422329 37.79037, -122.422203 37.790267, -122.422052 37.789518, -122.422135 37.789412))"
7298,1004,6.08E+13,75,0,N,6,20100,"POLYGON ((-122.420699 37.77400799999999, -122.420675 37.774087, -122.420386 37.774316, -122.420254 37.774359, -122.420279 37.774275, -122.420592 37.774028, -122.420699 37.77400799999999))"
7299,1007,6.08E+13,75,0,N,6,12402,"POLYGON ((-122.416009 37.777773, -122.416261 37.777572, -122.416292 37.777494, -122.416401 37.777723, -122.416009 37.777773))"
7300,3009,6.08E+13,75,0,N,6,17601,"POLYGON ((-122.414741 37.778719, -122.414765 37.778641, -122.416187 37.777513, -122.416292 37.777494, -122.416261 37.777572, -122.416009 37.777773, -122.414835 37.778701, -122.414741 37.778719))"
7301,4003,6.08E+13,75,317,N,6,17601,"POLYGON ((-122.418704 37.775645, -122.417629 37.776494, -122.417501 37.776541, -122.417528 37.776453, -122.418659 37.775558, -122.418704 37.775645))"
7302,1011,6.08E+13,75,0,N,6,12202,"POLYGON ((-122.421018 37.784303, -122.420955 37.78394, -122.421008 37.783824, -122.421098 37.783915, -122.421171 37.78428299999999, -122.421243 37.784635, -122.421193 37.78475299999999, -122.421099 37.784653, -122.421018 37.784303))"
7303,1000,6.08E+13,75,0,N,6,15900,"POLYGON ((-122.424687 37.785335, -122.424816 37.785267, -122.42643 37.785062, -122.427853 37.784878, -122.427989 37.784954, -122.427894 37.785064, -122.426483 37.785242, -122.424899 37.785441, -122.424687 37.785335))"
7304,1006,6.08E+13,75,0,N,6,20200,"POLYGON ((-122.424853 37.770748, -122.424829 37.770829, -122.424008 37.771474, -122.423725 37.771696, -122.42362 37.771717, -122.423646 37.771626, -122.423973 37.771369, -122.424743 37.770764, -122.424853 37.770748))"
7305,1034,6.08E+13,75,0,N,6,61500,"POLYGON ((-122.403431 37.787642, -122.403456 37.78756, -122.404481 37.786749, -122.404583 37.786731, -122.404556 37.786814, -122.403535 37.787621, -122.403431 37.787642))"
7306,1021,6.08E+13,75,0,N,6,18000,"POLYGON ((-122.400988 37.778137, -122.401477 37.777879, -122.401845 37.778172, -122.401299 37.778598, -122.400856 37.778244, -122.400988 37.778137))"
7307,2010,6.08E+13,75,0,N,6,18000,"POLYGON ((-122.407137 37.774425, -122.407405 37.774638, -122.406829 37.775093, -122.406604 37.774913, -122.406584 37.774897, -122.406627 37.774845, -122.40682 37.774275, -122.406839 37.774189, -122.407002 37.774321, -122.407137 37.774425))"
7308,1030,6.08E+13,75,18,N,6,60700,"POLYGON ((-122.394892 37.768469, -122.39481 37.768404, -122.395216 37.768113, -122.395748 37.767729, -122.395817 37.767787, -122.396808 37.768631, -122.397148 37.769321, -122.397264 37.769669, -122.397331 37.770183, -122.397373 37.770753, -122.397405 37.770976, -122.396868 37.771529, -122.394757 37.773191, -122.394641 37.773285, -122.392515 37.774962, -122.392346 37.775027, -122.391912 37.77468, -122.394909 37.77231, -122.396302 37.771209, -122.396318 37.77109, -122.397254 37.770352, -122.394892 37.768469))"
7309,2002,6.08E+13,75,0,N,6,16100,"POLYGON ((-122.429849 37.777919, -122.429943 37.778019, -122.430106 37.778727, -122.430047 37.778851, -122.429936 37.778749, -122.429794 37.778038, -122.429849 37.777919))"
7310,4001,6.08E+13,75,0,N,6,16700,"POLYGON ((-122.437235 37.772204, -122.437298 37.772274, -122.437455 37.77305, -122.437423 37.773133, -122.43736 37.77306, -122.437203 37.772286, -122.437235 37.772204))"
