,ROUTE_SHORT_NAME,DIR,STOPNAME,STOP_ID
6493,9X,1,Columbus Ave & Green St   ,4108
6340,9BX,1,Columbus Ave & Green St   ,4108
3573,41,1,Columbus Ave & Jackson St,4110
2617,30X,1,Columbus Ave & Jackson St,4110
1430,20,1,Columbus Ave & Jackson St,4110
3538,41,0,Columbus Ave & Kearny St   ,4111
6494,9X,1,Columbus Ave & Kearny St   ,4111
5684,8X,1,Columbus Ave & Kearny St   ,4111
5577,8BX,1,Columbus Ave & Kearny St   ,4111
6341,9BX,1,Columbus Ave & Kearny St   ,4111
1405,20,0,Columbus Ave & Kearny St   ,4111
2554,30,1,Columbus Ave & Lombard St  ,4114
1431,20,1,Columbus Ave & Lombard St  ,4114
6006,91,0,Columbus Ave & Lombard St  ,4114
6118,91,1,Columbus Ave & Mason St   ,4115
2510,30,0,Columbus Ave & Mason St   ,4115
1406,20,0,Columbus Ave & Mason St   ,4115
2511,30,0,Columbus Ave & North Point St ,4116
6119,91,1,Columbus Ave & North Point St ,4116
1407,20,0,Columbus Ave & North Point St ,4116
1432,20,1,Columbus Ave & Stockton St   ,4117
3574,41,1,Columbus Ave & Stockton St   ,4117
6007,91,0,Columbus Ave & Taylor St   ,4118
2555,30,1,Columbus Ave & Taylor St   ,4118
1433,20,1,Columbus Ave & Taylor St   ,4118
1408,20,0,Columbus Ave & Union St  ,4119
2512,30,0,Columbus Ave & Union St  ,4119
6120,91,1,Columbus Ave & Union St  ,4119
6426,9X,0,Columbus Ave & Union St  ,4120
5523,8BX,0,Columbus Ave & Union St  ,4120
6495,9X,1,Columbus Ave & Union St  ,4119
6284,9BX,0,Columbus Ave & Union St  ,4120
6008,91,0,Columbus Ave & Union St  ,4120
5685,8X,1,Columbus Ave & Union St  ,4119
5620,8X,0,Columbus Ave & Union St  ,4120
6342,9BX,1,Columbus Ave & Union St  ,4119
2556,30,1,Columbus Ave & Union St  ,4120
5578,8BX,1,Columbus Ave & Union St  ,4119
1434,20,1,Columbus Ave & Union St  ,4120
1409,20,0,Columbus Ave & Washington St   ,4121
3539,41,0,Columbus Ave & Washington St   ,4121
335,10,1,Connecticut St & 17th St  ,4123
1598,22,1,Connecticut St & 17th St  ,4123
263,10,0,Connecticut St & 17th St  ,4124
1547,22,0,Connecticut St & 17th St  ,4124
4509,53,0,Connecticut St & 18th St  ,4126
264,10,0,Connecticut St & 18th St  ,4125
336,10,1,Connecticut St & 18th St  ,4126
4542,53,1,Connecticut St & 18th St  ,4126
1548,22,0,Connecticut St & 18th St  ,4125
265,10,0,Connecticut St & 19th St,7544
4510,53,0,Connecticut St & 19th St  ,4127
337,10,1,Connecticut St & 19th St  ,4127
1156,19,1,Connecticut St & 25th St  ,4128
1087,19,0,Connecticut St & 26th St  ,4130
1157,19,1,Connecticut St & 26th St  ,4129
1088,19,0,Connecticut St & Cesar Chavez St ,4132
1158,19,1,Connecticut St & Cesar Chavez St ,4131
3179,37,1,Corbett Ave & Clayton St  ,4172
3125,37,0,Corbett Ave & Clayton St   ,4171
3180,37,1,Corbett Ave & Cuesta Ct Ct   ,4173
3181,37,1,Corbett Ave & Danvers St   ,4174
3126,37,0,Corbett Ave & Danvers St   ,4175
3182,37,1,Corbett Ave & Douglass St  ,4176
3183,37,1,Corbett Ave & Graystone Ter ,4177
3127,37,0,Corbett Ave & Graystone Ter  ,4178
3184,37,1,Corbett Ave & Hattie St  ,4180
3128,37,0,Corbett Ave & Hattie St  ,4179
3129,37,0,Corbett Ave & Hopkins Ave   ,4181
3130,37,0,Corbett Ave & Iron Aly   ,4182
3185,37,1,Corbett Ave & Marsily St   ,4183
3131,37,0,Corbett Ave & Marsily St   ,4184
3132,37,0,Corbett Ave & Ord St  ,4185
3133,37,0,Corbett Ave & Romain St   ,4187
3186,37,1,Corbett Ave & Romain St   ,4186
3691,43,1,Cordova Ave & Prague St  ,4137
3692,43,1,Cordova Ave & Winding Way  ,4139
3611,43,0,Cordova Ave & Winding Way  ,4138
145,1,0,Cornwall St & 5th Ave  ,4140
217,1,1,Cornwall St & 5th Ave  ,4140
1777,24,0,Cortland Ave & Andover St  ,4143
1835,24,1,Cortland Ave & Andover St  ,4142
1778,24,0,Cortland Ave & Bayshore Blvd ,4148
1836,24,1,Cortland Ave & Bayshore Blvd ,4148
1837,24,1,Cortland Ave & Bocana St  ,4145
1779,24,0,Cortland Ave & Bocana St  ,4146
1838,24,1,Cortland Ave & Bradford St   ,4147
1839,24,1,Cortland Ave & Ellsworth St  ,4151
1780,24,0,Cortland Ave & Ellsworth St  ,4152
1781,24,0,Cortland Ave & Elsie St   ,4150
1840,24,1,Cortland Ave & Elsie St   ,4149
1841,24,1,Cortland Ave & Folsom St  ,4153
1782,24,0,Cortland Ave & Folsom St  ,4154
1842,24,1,Cortland Ave & Hilton St  ,4155
1843,24,1,Cortland Ave & Mission St   ,4156
1783,24,0,Cortland Ave & Mission St   ,4157
5015,67,1,Cortland Ave & Prentiss St  ,4158
1844,24,1,Cortland Ave & Prentiss St  ,4158
1784,24,0,Cortland Ave & Prentiss St  ,4159
4964,67,0,Cortland Ave & Prentiss St  ,4159
1785,24,0,Cortland Ave & Prospect Ave   ,4161
1845,24,1,Cortland Ave & Prospect Ave   ,4160
146,1,0,Corwall St & 6th Ave ,7296
1690,23,1,Crescent Ave & Agnon Ave  ,4188
4965,67,0,Crescent Ave & Agnon Ave  ,4188
5016,67,1,Crescent Ave & Andover St  ,4189
1691,23,1,Crescent Ave & Andover St  ,4190
1629,23,0,Crescent Ave & Andover St  ,4189
4966,67,0,Crescent Ave & Andover St  ,4190
1692,23,1,Crescent Ave & Arnold Ave  ,4191
4967,67,0,Crescent Ave & Arnold Ave  ,4191
4968,67,0,Crescent Ave & College Ave  ,4192
1693,23,1,Crescent Ave & College Ave  ,4192
1630,23,0,Crescent Ave & Ellsworth St  ,4193
1694,23,1,Crescent Ave & Folsom St  ,4196
4969,67,0,Crescent Ave & Folsom St  ,4196
1631,23,0,Crescent Ave & Folsom St  ,4195
1632,23,0,Crescent Ave & Leese St  ,4197
5017,67,1,Crescent Ave & Leese St  ,4197
1633,23,0,Crescent Ave & Mission St  ,4198
5018,67,1,Crescent Ave & Mission St  ,4198
1634,23,0,Crescent Ave & Murray St  ,4199
5019,67,1,Crescent Ave & Murray St  ,4199
4970,67,0,Crescent Ave & Porter St  ,4200
1695,23,1,Crescent Ave & Porter St  ,4200
1696,23,1,Crescent Ave & Putnam St  ,4202
5020,67,1,Crescent Ave & Putnam St  ,4202
4971,67,0,Crescent Ave & Putnam St  ,4202
4972,67,0,Crescent Ave & Putnam St   ,4201
1635,23,0,Crescent Ave & Putnam St   ,4201
1636,23,0,Crescent Ave & Roscoe St  ,4203
5021,67,1,Crescent Ave & Roscoe St  ,4203
2215,29,0,Crespi Dr & 19th Ave  ,4206
931,17,1,Crespi Dr & 19th Ave  ,4206
899,17,0,Crespi Dr & Varela Ave,4207
3134,37,0,Crestline Dr & Burnett Ave,7020
2322,29,1,Cross Over Dr & Fulton St  ,6984
3612,43,0,Curtis St & Prague St   ,4336
823,16X,0,Cyril Magnin St & Eddy St ,7309
824,16X,0,Cyril Magnin St & Market St,7003
2044,27,1,Cyril Magnin St & Market St  ,3611
1,016AX,0,Cyril Magnin St & Market St  ,3612
1996,27,0,Cyril Magnin St & Market St  ,3612
69,016BX,0,Cyril Magnin St & Market St  ,3612
4427,52,0,DIAMOND HEIGHTS BLVD & PORTOLA,7197
4428,52,0,DUBLIN ST & LAGRANDE AVE,913
4468,52,1,DUBLIN ST & LAGRANDE AVE,913
4429,52,0,DUNCAN ST & AMBER DR,7228
338,10,1,Dakota St & 23rd St,7546
4511,53,0,Dakota St & 23rd St  ,4344
339,10,1,Dakota St & 25th St  ,4345
4512,53,0,Dakota St & 25th St  ,4345
2127,28,1,Daly City Bart Station,4341
2164,28L,0,Daly City Bart Station,4341
4571,54,0,Daly City Bart Station,4341
2087,28,0,Daly City Bart Station,4341
4651,54,1,Daly City Bart Station,4341
2194,28L,1,Daly City Bart Station,4341
3575,41,1,Davis St & California St  ,4346
5390,82X,0,Davis St & California St  ,4346
218,1,1,Davis St & California St  ,4346
1435,20,1,Davis St & California St  ,4346
1288,1BX,1,Davis St & Pine St   ,4347
1250,1AX,1,Davis St & Pine St   ,4347
3336,38AX,1,Davis St & Pine St   ,4347
2780,31AX,1,Davis St & Pine St   ,4347
3347,38BX,0,Davis St & Pine St   ,4347
1230,1AX,0,Davis St & Pine St   ,4347
2756,31AX,0,Davis St & Pine St   ,4347
2807,31BX,1,Davis St & Pine St   ,4347
3320,38AX,0,Davis St & Pine St   ,4347
2788,31BX,0,Davis St & Pine St   ,4347
3366,38BX,1,Davis St & Pine St   ,4347
1267,1BX,0,Davis St & Pine St   ,4347
2789,31BX,0,Davis St&California St,7564
3135,37,0,Dawnview Way & Burnett Ave  ,4441
3136,37,0,Dawnview Way & Glenview Dr  ,4442
340,10,1,De Haro St & 16th St  ,4350
1159,19,1,De Haro St & 16th St  ,4350
1160,19,1,De Haro St & 17th St  ,4351
1161,19,1,De Haro St & 18th St  ,4352
1162,19,1,De Haro St & 19th St  ,4353
1163,19,1,De Haro St & 20th St  ,4354
1164,19,1,De Haro St & 22nd St  ,4355
1165,19,1,De Haro St & 23rd St  ,4356
1166,19,1,De Haro St & Mariposa St  ,4357
1167,19,1,De Haro St & Southern Heights Ave,4358
4753,56,1,Delta St & Tioga Ave   ,4439
4469,52,1,Diamond Heights Blvd &  Duncan St,7229
2942,35,1,Diamond Heights Blvd & Addison St,4360
4470,52,1,Diamond Heights Blvd & Addison St,4360
4471,52,1,Diamond Heights Blvd & Berkeley,4361
4430,52,0,Diamond Heights Blvd & Berkeley Way,4362
4472,52,1,Diamond Heights Blvd & Diamond St,4363
4431,52,0,Diamond Heights Blvd & Diamond St,4364
4473,52,1,Diamond Heights Blvd & Duncan St ,4366
4474,52,1,Diamond Heights Blvd & Gold Mine Dr,4367
4432,52,0,Diamond Heights Blvd & Gold Mine Dr,4369
4433,52,0,Diamond St &  Diamond Hts S,7251
2921,35,0,Diamond St & 24th St  ,4370
2943,35,1,Diamond St & 24th St  ,4371
2944,35,1,Diamond St & 25th St  ,4373
2922,35,0,Diamond St & 25th St  ,4372
2945,35,1,Diamond St & 26th St  ,4374
2923,35,0,Diamond St & 26th St  ,4375
2946,35,1,Diamond St & 27th St  ,4376
2924,35,0,Diamond St & 27th St  ,4377
2947,35,1,Diamond St & 28th St  ,4378
2925,35,0,Diamond St & 28th St  ,4379
2948,35,1,Diamond St & 29th St  ,4381
2926,35,0,Diamond St & 29th St  ,4380
4434,52,0,Diamond St & Arbor St   ,4383
4475,52,1,Diamond St & Arbor St   ,4382
1887,26,0,Diamond St & Bosworth St  ,4387
2972,36,0,Diamond St & Bosworth St  ,4386
1637,23,0,Diamond St & Bosworth St  ,4387
1697,23,1,Diamond St & Bosworth St  ,4386
1935,26,1,Diamond St & Bosworth St  ,4386
3038,36,1,Diamond St & Bosworth St  ,4387
2949,35,1,Diamond St & Cesar Chavez St  ,4384
2927,35,0,Diamond St & Cesar Chavez St  ,4385
1936,26,1,Diamond St & Chenery St  ,4388
4476,52,1,Diamond St & Chenery St  ,4388
1888,26,0,Diamond St & Chenery St  ,4389
4435,52,0,Diamond St & Chenery St  ,4389
2973,36,0,Diamond St & Chenery St  ,4388
3039,36,1,Diamond St & Chenery St  ,4389
2950,35,1,Diamond St & Clipper St  ,4391
2928,35,0,Diamond St & Clipper St  ,4390
4477,52,1,Diamond St & Conrad St  ,4392
4436,52,0,Diamond St & Conrad St  ,4393
2951,35,1,Diamond St & Diamond Heights Blvd,4394
4478,52,1,Diamond St & Diamond Heights Blvd,4395
2929,35,0,Diamond St & Diamond Heights Blvd,4397
2930,35,0,Diamond St & Duncan St  ,4398
2952,35,1,Diamond St & Duncan St  ,4399
4479,52,1,Diamond St & Moffitt St  ,4401
4437,52,0,Diamond St & Moffitt St   ,4400
4438,52,0,Diamond St & Surrey St  ,4402
4480,52,1,Diamond St & Surrey St  ,4403
4439,52,0,Diamond St & Sussex St  ,4405
4481,52,1,Diamond St & Sussex St   ,4404
2618,30X,1,Divisadero St & Bay St  ,4406
2557,30,1,Divisadero St & Bay St  ,4406
2513,30,0,Divisadero St & Beach St  ,4407
2558,30,1,Divisadero St & Beach St  ,4407
1846,24,1,Divisadero St & Bush St  ,4408
1786,24,0,Divisadero St & California St ,4410
1847,24,1,Divisadero St & California St ,4409
2559,30,1,Divisadero St & Chestnut St  ,4411
2514,30,0,Divisadero St & Chestnut St  ,4411
2619,30X,1,Divisadero St & Chestnut St  ,4411
1848,24,1,Divisadero St & Clay St  ,4412
1787,24,0,Divisadero St & Clay St  ,4413
1849,24,1,Divisadero St & Eddy St  ,4414
1788,24,0,Divisadero St & Eddy St  ,4415
2651,31,0,Divisadero St & Eddy St  ,4415
1850,24,1,Divisadero St & Ellis St  ,4416
1789,24,0,Divisadero St & Ellis St  ,4417
2560,30,1,Divisadero St & Francisco St  ,4418
2620,30X,1,Divisadero St & Francisco St  ,4418
2515,30,0,Divisadero St & Francisco St  ,4418
1790,24,0,Divisadero St & Fulton St  ,4420
1851,24,1,Divisadero St & Fulton St  ,4419
1791,24,0,Divisadero St & Geary Blvd  ,4422
1852,24,1,Divisadero St & Geary Blvd  ,4421
1792,24,0,Divisadero St & Haight St  ,4424
1853,24,1,Divisadero St & Haight St  ,4423
1854,24,1,Divisadero St & Hayes St  ,4425
1793,24,0,Divisadero St & Hayes St  ,4426
1855,24,1,Divisadero St & Jackson St  ,4427
1856,24,1,Divisadero St & Mcallister St ,4428
1794,24,0,Divisadero St & Mcallister St ,4429
2516,30,0,Divisadero St & North Point St,4430
2561,30,1,Divisadero St & North Point St,4430
1795,24,0,Divisadero St & Oak St  ,4432
1857,24,1,Divisadero St & Oak St  ,4431
1796,24,0,Divisadero St & Pine St  ,4433
1797,24,0,Divisadero St & Sutter St  ,4435
1858,24,1,Divisadero St & Sutter St  ,4434
2517,30,0,Divisadero St&Bay St,7568
5748,9,0,Division St & Bryant St  ,4436
5869,90,0,Division St & Bryant St  ,4436
266,10,0,Division St & Rhode Island St ,4437
1089,19,0,Division St & Rhode Island St ,4437
341,10,1,Division St & Townsend St  ,4438
1168,19,1,Division St & Townsend St  ,4438
6769,N-OWL,0,Don Chee Way/Steuart St,4726
1090,19,0,Donahue St & Innes Ave   ,4440
4159,48,1,Douglass St & 24th St  ,4443
4160,48,1,Douglass St & Alvarado St  ,4444
5392,82X,1,Drumm St & California St  ,4445
147,1,0,Drumm St & California St  ,4445
5351,80X,1,Drumm St & California St  ,4445
5345,80,1,Drumm St & California St  ,4445
1410,20,0,Drumm St & California St  ,4445
3540,41,0,Drumm St & California St  ,4445
5372,82,1,Drumm St & California St  ,4445
4440,52,0,Duncan St & Amber Dr,4453
4441,52,0,Duncan St & Cameo Way ,4454
4442,52,0,Duncan St & Diamond Heights Blvd ,4455
2045,27,1,ELLIS ST & MASON ST,7215
3853,44,1,EVANS AVE/Opposite US Post Office,4564
1091,19,0,EVANS AVE/Opposite US Post Office,4564
4652,54,1,Earl St & Kirkwood Ave   ,4456
2706,31,1,Eddy St & Buchanan St  ,4473
2652,31,0,Eddy St & Buchanan St  ,4472
70,016BX,0,Eddy St & Cyril Magnin St,7305
2,016AX,0,Eddy St & Cyril Magnin St,7305
2707,31,1,Eddy St & Divisadero St  ,4474
2708,31,1,Eddy St & Fillmore St  ,4476
2653,31,0,Eddy St & Fillmore St  ,4475
2709,31,1,Eddy St & Gough St  ,4478
2654,31,0,Eddy St & Gough St  ,4477
2710,31,1,Eddy St & Hyde St  ,4479
2711,31,1,Eddy St & Jones St  ,4480
2655,31,0,Eddy St & Laguna St  ,4484
2712,31,1,Eddy St & Laguna St  ,4485
1092,19,0,Eddy St & Larkin St  ,4482
2713,31,1,Eddy St & Larkin St  ,4482
2656,31,0,Eddy St & Larkin St  ,4481
2714,31,1,Eddy St & Leavenworth St  ,4483
2715,31,1,Eddy St & Mason St  ,4486
2716,31,1,Eddy St & Pierce St  ,4488
2657,31,0,Eddy St & Pierce St  ,4487
2658,31,0,Eddy St & Polk St  ,4489
2717,31,1,Eddy St & Polk St  ,4490
1093,19,0,Eddy St & Polk St  ,4490
2718,31,1,Eddy St & Scott St  ,4492
2659,31,0,Eddy St & Scott St  ,4491
2719,31,1,Eddy St & Taylor St  ,4493
2660,31,0,Eddy St & Van Ness Ave  ,4494
2720,31,1,Eddy St & Van Ness Ave  ,4495
2046,27,1,Ellis St & Jones St  ,4496
2047,27,1,Ellis St & Leavenworth St  ,4497
2048,27,1,Ellis St & Taylor St  ,4499
4973,67,0,Ellsworth St & Crescent Ave  ,4568
5022,67,1,Ellsworth St & Crescent Ave  ,4568
900,17,0,Eucalyptus Dr & 19th Ave  ,4544
6720,M-OWL,0,Eucalyptus Dr & 19th Ave  ,4544
932,17,1,Eucalyptus Dr & 19th Ave  ,4545
933,17,1,Eucalyptus Dr & Junipero Serra Blvd,4546
2953,35,1,Eureka St & 18th St  ,4535
2954,35,1,Eureka St & 19th St  ,4536
2955,35,1,Eureka St & 20th St  ,4537
2956,35,1,Eureka St & 21st St  ,4539
2931,35,0,Eureka St & 21st St  ,4538
2932,35,0,Eureka St & 22nd St  ,4540
2957,35,1,Eureka St & 22nd St  ,4541
2933,35,0,Eureka St & 23rd St  ,4542
2958,35,1,Eureka St & Market St  ,4543
1094,19,0,Evans Ave & 3rd St   ,4547
6121,91,1,Evans Ave & 3rd St   ,4547
3854,44,1,Evans Ave & 3rd St   ,4547
3787,44,0,Evans Ave & 3rd St   ,4547
1095,19,0,Evans Ave & Cesar Chavez St  ,4549
1169,19,1,Evans Ave & Cesar Chavez St  ,4548
1170,19,1,Evans Ave & Keith St   ,4550
3788,44,0,Evans Ave & Keith St   ,4550
1096,19,0,Evans Ave & Keith St   ,4551
3855,44,1,Evans Ave & Keith St   ,4551
3789,44,0,Evans Ave & Mendell St,7077
1171,19,1,Evans Ave & Mendell St,7077
3856,44,1,Evans Ave & Mendell St   ,4553
1097,19,0,Evans Ave & Mendell St   ,4553
1098,19,0,Evans Ave & Middle Point Rd   ,4552
3857,44,1,Evans Ave & Middle Point Rd   ,4552
1172,19,1,Evans Ave & Napoleon St   ,4556
1099,19,0,Evans Ave & Napoleon St   ,4557
6009,91,0,Evans Ave & Newhall St,4555
1173,19,1,Evans Ave & Newhall St,4555
1174,19,1,Evans Ave & Newhall St  ,4558
3790,44,0,Evans Ave & Newhall St  ,4558
1100,19,0,Evans Ave & Phelps St   ,4560
1175,19,1,Evans Ave & Phelps St   ,4559
1101,19,0,Evans Ave & Quint St ,7285
1176,19,1,Evans Ave & Quint St   ,4561
1177,19,1,Evans Ave & Selby St ,7286
1102,19,0,Evans Ave & Selby St   ,4562
4443,52,0,Excelsior Ave & Madrid St   ,4571
4444,52,0,Excelsior Ave & Mission St   ,4572
4445,52,0,Excelsior Ave & Naples St   ,4573
4446,52,0,Excelsior Ave & Paris St   ,4574
4731,56,0,Executive Park Blvd & Blanken Ave,4576
4754,56,1,Executive Park Blvd & Blanken Ave,4576
5435,88,1,FONT BLVD & GONZALEZ DR,7236
2934,35,0,Farnum St & Moffitt St  ,4579
71,016BX,0,Fell St & Gough St  ,4580
825,16X,0,Fell St & Gough St  ,4580
3,016AX,0,Fell St & Gough St  ,4580
4653,54,1,Felton St & Amherst St  ,4582
4572,54,0,Felton St & Amherst St  ,4581
4654,54,1,Felton St & Cambridge St  ,4584
4573,54,0,Felton St & Cambridge St  ,4583
4574,54,0,Felton St & Harvard St  ,4587
4655,54,1,Felton St & Harvard St  ,4588
4656,54,1,Felton St & Madison St  ,4590
4575,54,0,Felton St & Madison St  ,4589
4576,54,0,Felton St & Peru Ave  ,4593
4657,54,1,Felton St & University St  ,4596
1599,22,1,Fillmore St & Bay St  ,4603
1549,22,0,Fillmore St & Bay St  ,4603
1550,22,0,Fillmore St & Beach St  ,4607
1600,22,1,Fillmore St & Broadway  ,4604
1551,22,0,Fillmore St & Broadway  ,4605
1552,22,0,Fillmore St & Cervantes Blvd  ,4610
1553,22,0,Fillmore St & Chestnut St  ,4609
1601,22,1,Fillmore St & Chestnut St  ,4608
1602,22,1,Fillmore St & Eddy St  ,4611
1554,22,0,Fillmore St & Eddy St  ,4612
1555,22,0,Fillmore St & Geary Blvd  ,4615
1603,22,1,Fillmore St & Geary Blvd  ,4614
1604,22,1,Fillmore St & Golden Gate Ave ,4613
1556,22,0,Fillmore St & Grove St  ,4617
1605,22,1,Fillmore St & Grove St  ,4616
1606,22,1,Fillmore St & Haight St  ,4620
1557,22,0,Fillmore St & Haight St  ,4618
6826,N-OWL,1,Fillmore St & Haight St  ,4618
1607,22,1,Fillmore St & Hayes St  ,4621
1558,22,0,Fillmore St & Hayes St  ,4622
1608,22,1,Fillmore St & Jackson St  ,4623
1859,24,1,Fillmore St & Jackson St  ,4624
2454,3,1,Fillmore St & Jackson St  ,4624
1559,22,0,Fillmore St & Jackson St  ,4624
1560,22,0,Fillmore St & Jefferson St  ,4625
1609,22,1,Fillmore St & Lombard St  ,4626
1561,22,0,Fillmore St & Lombard St  ,4627
1610,22,1,Fillmore St & Mcallister St  ,4628
1562,22,0,Fillmore St & Mcallister St  ,4629
1563,22,0,Fillmore St & North Point St  ,4630
1611,22,1,Fillmore St & O'Farrell St  ,4633
1564,22,0,Fillmore St & O'Farrell St  ,4634
1612,22,1,Fillmore St & Oak St  ,4631
1565,22,0,Fillmore St & Oak St  ,4632
2426,3,0,Fillmore St & Pine St  ,4635
1566,22,0,Fillmore St & Pine St  ,4636
1613,22,1,Fillmore St & Pine St  ,4635
2455,3,1,Fillmore St & Pine St  ,4636
1614,22,1,Fillmore St & Sacramento St  ,4638
2427,3,0,Fillmore St & Sacramento St  ,4638
148,1,0,Fillmore St & Sacramento St  ,4639
2456,3,1,Fillmore St & Sacramento St  ,4637
1567,22,0,Fillmore St & Sacramento St  ,4637
1568,22,0,Fillmore St & Sutter St  ,4641
1615,22,1,Fillmore St & Sutter St  ,4640
1569,22,0,Fillmore St & Turk St  ,4642
3541,41,0,Fillmore St & Union St ,7293
1616,22,1,Fillmore St & Union St  ,4643
2323,29,1,Fitzgerald Ave & Hawes St   ,4645
2324,29,1,Fitzgerald Ave & Ingalls St   ,4646
2325,29,1,Fitzgerald Ave & Jennings St   ,4647
2326,29,1,Fitzgerald Ave & Keith St   ,4648
2216,29,0,Fitzgerald Ave & Keith St   ,4648
3040,36,1,Foerster St & Flood Ave  ,4649
3693,43,1,Foerster St & Flood Ave  ,4649
3041,36,1,Foerster St & Judson Ave  ,4650
3694,43,1,Foerster St & Judson Ave  ,4650
2974,36,0,Foerster St & Mangels Ave  ,4651
3042,36,1,Foerster St & Mangels Ave  ,4652
3043,36,1,Foerster St & Monterey Blvd  ,4653
3044,36,1,Foerster St & Teresita Blvd  ,4654
3045,36,1,Foerster Street & Monterey Blvd,7528
529,12,1,Folsom St & 11th St   ,4664
469,12,0,Folsom St & 11th St   ,4665
530,12,1,Folsom St & 14th St  ,4667
470,12,0,Folsom St & 14th St  ,4666
471,12,0,Folsom St & 16th St  ,4669
531,12,1,Folsom St & 16th St  ,4668
472,12,0,Folsom St & 17th St  ,4670
473,12,0,Folsom St & 18th St  ,4672
532,12,1,Folsom St & 18th St  ,4671
533,12,1,Folsom St & 1st St   ,4655
474,12,0,Folsom St & 20th St  ,4673
534,12,1,Folsom St & 20th St  ,4674
475,12,0,Folsom St & 22nd St  ,4676
535,12,1,Folsom St & 22nd St  ,4675
4974,67,0,Folsom St & 24th St,7312
5023,67,1,Folsom St & 24th St,7312
536,12,1,Folsom St & 24th St  ,4677
476,12,0,Folsom St & 24th St  ,4678
4975,67,0,Folsom St & 25th St  ,4681
5024,67,1,Folsom St & 25th St  ,4680
477,12,0,Folsom St & 25th St  ,4680
537,12,1,Folsom St & 25th St  ,4681
4976,67,0,Folsom St & 26th St,7311
5025,67,1,Folsom St & 26th St  ,4683
4977,67,0,Folsom St & 26th St  ,4683
478,12,0,Folsom St & 26th St  ,4683
538,12,1,Folsom St & 2nd St,4656
539,12,1,Folsom St & 3rd St   ,4657
540,12,1,Folsom St & 4th St   ,4658
541,12,1,Folsom St & 5th St   ,4659
542,12,1,Folsom St & 6th St   ,4660
543,12,1,Folsom St & 7th St   ,4661
544,12,1,Folsom St & 8th St   ,4662
545,12,1,Folsom St & 9th St   ,4663
5026,67,1,Folsom St & Bessie St  ,4686
4978,67,0,Folsom St & Bessie St  ,4686
546,12,1,Folsom St & Cesar Chavez St,7552
4979,67,0,Folsom St & Cesar Chavez St  ,4685
5027,67,1,Folsom St & Cesar Chavez St  ,4684
4980,67,0,Folsom St & Cortland Ave  ,4687
5028,67,1,Folsom St & Cortland Ave  ,4688
5029,67,1,Folsom St & Crescent Ave  ,4690
4981,67,0,Folsom St & Crescent Ave  ,4689
547,12,1,Folsom St & Main St   ,4694
5030,67,1,Folsom St & Ogden St  ,4696
4982,67,0,Folsom St & Ogden St  ,4695
5031,67,1,Folsom St & Precita Ave  ,4697
4983,67,0,Folsom St & Precita Ave  ,4697
4984,67,0,Folsom St & Stoneman St  ,4698
5032,67,1,Folsom St & Stoneman St  ,4699
5033,67,1,Folsom St & Tompkins St  ,4701
4985,67,0,Folsom St & Tompkins St  ,4700
5408,88,0,Font Blvd & Arballo Dr,4702
901,17,0,Font Blvd & Arballo Dr,4702
5436,88,1,Font Blvd & Arballo Dr   ,4703
934,17,1,Font Blvd & Cambon Dr   ,4706
5409,88,0,Font Blvd & Cambon Dr   ,4705
902,17,0,Font Blvd & Cambon Dr   ,4705
5437,88,1,Font Blvd & Cambon Dr   ,4706
935,17,1,Font Blvd & Chumasero Dr   ,4704
903,17,0,Font Blvd & Chumasero Dr   ,4704
5410,88,0,Font Blvd & Gonzalez Dr,4707
904,17,0,Font Blvd & Gonzalez Dr,4707
905,17,0,Font Blvd & Juan Bautista Cir,4709
5411,88,0,Font Blvd & Juan Bautista Cir,4709
906,17,0,Font Blvd & Serrano Dr,4710
5412,88,0,Font Blvd & Serrano Dr,4710
5438,88,1,Font Blvd & Serrano Dr   ,4711
907,17,0,Font Blvd & Tapia Dr,4712
5413,88,0,Font Blvd & Tapia Dr,4712
2975,36,0,Fowler Ave & Portola Dr   ,4238
5109,71,0,Frederick St & Arguello Blvd  ,4714
5236,71L,0,Frederick St & Arguello Blvd  ,4714
4784,6,0,Frederick St & Ashbury St  ,4715
4837,6,1,Frederick St & Ashbury St  ,4716
4785,6,0,Frederick St & Clayton St  ,4717
4838,6,1,Frederick St & Masonic St,7025
5237,71L,0,Frederick St & Stanyan St  ,4718
5110,71,0,Frederick St & Stanyan St  ,4718
5111,71,0,Frederick St & Willard St  ,4719
5238,71L,0,Frederick St & Willard St  ,4719
5172,71,1,Frederick St & Willard St  ,4720
5293,71L,1,Frederick St & Willard St  ,4720
342,10,1,Fremont St & Folsom St   ,4721
343,10,1,Fremont St & Howard St   ,4722
4322,5,0,Fremont St & Market St   ,4725
344,10,1,Fremont St & Market St   ,4725
3216,38,0,Fremont St & Market St   ,4725
5112,71,0,Fremont St & Market St   ,4725
5239,71L,0,Fremont St & Market St   ,4725
3384,38L,0,Fremont St & Market St   ,4725
345,10,1,Fremont St & Mission St   ,4723
4372,5,1,Fulton St & 10th Ave  ,4737
4323,5,0,Fulton St & 10th Ave  ,4736
4373,5,1,Fulton St & 12th Ave  ,4739
4324,5,0,Fulton St & 12th Ave  ,4738
4325,5,0,Fulton St & 16th Ave  ,4740
4374,5,1,Fulton St & 16th Ave  ,4741
4375,5,1,Fulton St & 18th Ave  ,4743
4326,5,0,Fulton St & 18th Ave  ,4742
